model,loss,Replacement,Submodels,Ensemble,Sessions,Trials,Voting
model_name,0.6238505840301514,False,16,average,128,50,median
model_name,0.6238505840301514,False,16,average,128,50,median
model_name,0.6238505840301514,False,16,average,128,50,median
model_name,0.6238505840301514,False,16,average,128,50,median
model_name,0.6238505840301514,False,16,average,128,50,median
model_name,0.6238505840301514,False,16,average,128,50,median
model_name,0.6238505840301514,False,16,average,128,50,median
model_name,0.6238506436347961,False,16,average,128,50,median
model_name,0.6238506436347961,False,16,average,128,50,median
model_name,0.599773645401001,False,16,average,128,50,median
model_name,0.5997735857963562,False,16,average,128,50,median
model_name,0.599773645401001,False,16,average,128,50,median
model_name,0.599773645401001,False,16,average,128,50,median
model_name,0.599773645401001,False,16,average,128,50,median
model_name,0.599773645401001,False,16,average,128,50,median
model_name,0.599773645401001,False,16,average,128,50,median
model_name,0.599773645401001,False,16,average,128,50,median
model_name,0.599773645401001,False,16,average,128,50,median
model_name,0.599773645401001,False,16,average,128,50,median
model_name,0.6321104764938354,False,16,average,128,100,median
model_name,0.6321105360984802,False,16,average,128,100,median
model_name,0.632110595703125,False,16,average,128,100,median
model_name,0.6321105360984802,False,16,average,128,100,median
model_name,0.632110595703125,False,16,average,128,100,median
model_name,0.6321105360984802,False,16,average,128,100,median
model_name,0.6321104764938354,False,16,average,128,100,median
model_name,0.6321105360984802,False,16,average,128,100,median
model_name,0.632110595703125,False,16,average,128,100,median
model_name,0.6321105360984802,False,16,average,128,100,median
model_name,0.5790588855743408,False,16,average,128,100,median
model_name,0.5790588855743408,False,16,average,128,100,median
model_name,0.5790588855743408,False,16,average,128,100,median
model_name,0.5790589451789856,False,16,average,128,100,median
model_name,0.5790588855743408,False,16,average,128,100,median
model_name,0.5790588855743408,False,16,average,128,100,median
model_name,0.5790588855743408,False,16,average,128,100,median
model_name,0.5790588855743408,False,16,average,128,100,median
model_name,0.5790588855743408,False,16,average,128,100,median
model_name,0.5790588855743408,False,16,average,128,100,median
model_name,0.5776095390319824,False,16,average,128,200,median
model_name,0.5776094794273376,False,16,average,128,200,median
model_name,0.5776095390319824,False,16,average,128,200,median
model_name,0.5776095390319824,False,16,average,128,200,median
model_name,0.5776095390319824,False,16,average,128,200,median
model_name,0.5776094794273376,False,16,average,128,200,median
model_name,0.5776095390319824,False,16,average,128,200,median
model_name,0.5776095390319824,False,16,average,128,200,median
model_name,0.5776095390319824,False,16,average,128,200,median
model_name,0.5776094794273376,False,16,average,128,200,median
model_name,0.5920077562332153,False,16,average,128,200,median
model_name,0.5920077562332153,False,16,average,128,200,median
model_name,0.5920077562332153,False,16,average,128,200,median
model_name,0.5920078158378601,False,16,average,128,200,median
model_name,0.5920077562332153,False,16,average,128,200,median
model_name,0.5920077562332153,False,16,average,128,200,median
model_name,0.5920078158378601,False,16,average,128,200,median
model_name,0.5920077562332153,False,16,average,128,200,median
model_name,0.5920077562332153,False,16,average,128,200,median
model_name,0.5920077562332153,False,16,average,128,200,median
model_name,0.5949401259422302,False,16,average,256,50,median
model_name,0.5949401259422302,False,16,average,256,50,median
model_name,0.5949401259422302,False,16,average,256,50,median
model_name,0.5949401259422302,False,16,average,256,50,median
model_name,0.5949401259422302,False,16,average,256,50,median
model_name,0.5949401259422302,False,16,average,256,50,median
model_name,0.5949401259422302,False,16,average,256,50,median
model_name,0.5949401259422302,False,16,average,256,50,median
model_name,0.5949401259422302,False,16,average,256,50,median
model_name,0.5949401259422302,False,16,average,256,50,median
model_name,0.6242437362670898,False,16,average,256,50,median
model_name,0.6242437362670898,False,16,average,256,50,median
model_name,0.6242437362670898,False,16,average,256,50,median
model_name,0.6242436766624451,False,16,average,256,50,median
