,reg_method,weight,loss,forget_rate,xQf,alpha,xQr,correlated_update,perseveration_bias,xH,beta,sindy_beta
168,2nd_approach,7.196856730011514e-05,0.5670509,0.0,0.998 xQf[k],0.25,0.847 xQr[k] + 0.159 cr[k],False,0.0,1.033 xH[k],3.0,2.8195438385009766
169,2nd_approach,7.196856730011514e-05,0.5595322,0.0,0.985 xQf[k],0.25,0.036 1 + 0.789 xQr[k] + 0.165 cr[k],False,0.0,1.023 xH[k],3.0,2.9057822227478027
170,2nd_approach,7.196856730011514e-05,0.5608497,0.0,1.227 xQf[k],0.25,0.853 xQr[k] + 0.149 cr[k],False,0.0,1.032 xH[k],3.0,2.827298402786255
171,2nd_approach,7.196856730011514e-05,0.5609329,0.0,0.985 xQf[k],0.25,0.849 xQr[k] + 0.151 cr[k],False,0.0,1.025 xH[k],3.0,3.066617965698242
172,2nd_approach,7.196856730011514e-05,0.5416064,0.0,1.015 xQf[k],0.25,0.859 xQr[k] + 0.154 cr[k],False,0.0,1.014 xH[k],3.0,3.0973923206329346
173,2nd_approach,7.196856730011514e-05,0.5841316,0.0,1.017 xQf[k],0.25,0.873 xQr[k] + 0.141 cr[k],False,0.0,1.010 xH[k],3.0,3.2250516414642334
174,2nd_approach,7.196856730011514e-05,0.5764416,0.0,0.971 xQf[k],0.25,0.842 xQr[k] + 0.146 cr[k],False,0.0,1.024 xH[k],3.0,2.9123146533966064
175,2nd_approach,7.196856730011514e-05,0.5672103,0.0,0.989 xQf[k],0.25,0.872 xQr[k] + 0.132 cr[k],False,0.0,1.029 xH[k],3.0,3.46994686126709
176,2nd_approach,7.196856730011514e-05,0.5849311,0.0,1.003 xQf[k],0.25,0.839 xQr[k] + 0.160 cr[k],False,0.0,1.009 xH[k],3.0,2.6917500495910645
177,2nd_approach,7.196856730011514e-05,0.5631214,0.0,0.990 xQf[k],0.25,0.817 xQr[k] + 0.176 cr[k],False,0.0,1.043 xH[k],3.0,2.6493189334869385
178,2nd_approach,7.196856730011514e-05,0.5639611,0.0,0.989 xQf[k],0.25,0.064 1 + 0.809 xQr[k] + 0.123 cr[k],False,0.0,0.982 xH[k],3.0,3.4925124645233154
179,2nd_approach,7.196856730011514e-05,0.601383,0.0,0.969 xQf[k],0.25,0.821 xQr[k] + 0.135 cr[k],False,0.0,0.990 xH[k],3.0,3.6208243370056152
180,2nd_approach,9.540954763499944e-05,0.561855,0.0,0.988 xQf[k],0.25,0.860 xQr[k] + 0.145 cr[k],False,0.0,0.991 xH[k],3.0,3.0961732864379883
181,2nd_approach,9.540954763499944e-05,0.572557,0.0,0.939 xQf[k],0.25,0.828 xQr[k] + 0.181 cr[k],False,0.0,0.982 xH[k],3.0,2.659334421157837
182,2nd_approach,9.540954763499944e-05,0.5708124,0.0,0.896 xQf[k],0.25,0.848 xQr[k] + 0.166 cr[k],False,0.0,1.044 xH[k],3.0,2.5350029468536377
183,2nd_approach,9.540954763499944e-05,0.575357,0.0,0.983 xQf[k],0.25,0.036 1 + 0.807 xQr[k] + 0.161 cr[k],False,0.0,1.014 xH[k],3.0,3.0739400386810303
184,2nd_approach,9.540954763499944e-05,0.5369148,0.0,1.004 xQf[k],0.25,0.794 xQr[k] + 0.202 cr[k],False,0.0,1.034 xH[k],3.0,2.562296152114868
185,2nd_approach,9.540954763499944e-05,0.5585877,0.0,0.990 xQf[k],0.25,0.834 xQr[k] + 0.167 cr[k],False,0.0,1.000 xH[k],3.0,2.459878921508789
186,2nd_approach,9.540954763499944e-05,0.5665164,0.0,1.003 xQf[k],0.25,0.067 1 + 0.817 xQr[k] + 0.118 cr[k],False,0.0,1.002 xH[k],3.0,3.844846725463867
187,2nd_approach,9.540954763499944e-05,0.5852762,0.0,0.989 xQf[k],0.25,0.046 1 + 0.845 xQr[k] + 0.108 cr[k],False,0.0,1.005 xH[k],3.0,3.7438461780548096
188,2nd_approach,9.540954763499944e-05,0.5723325,0.0,0.972 xQf[k],0.25,0.877 xQr[k] + 0.136 cr[k],False,0.0,0.988 xH[k],3.0,3.106961250305176
189,2nd_approach,9.540954763499944e-05,0.5614328,0.0,0.987 xQf[k],0.25,0.863 xQr[k] + 0.153 cr[k],False,0.0,1.004 xH[k],3.0,2.833319664001465
190,2nd_approach,9.540954763499944e-05,0.5495717,0.0,0.974 xQf[k],0.25,0.841 xQr[k] + 0.167 cr[k],False,0.0,1.004 xH[k],3.0,2.6062052249908447
191,2nd_approach,9.540954763499944e-05,0.5646477,0.0,0.931 xQf[k],0.25,0.780 xQr[k] + 0.225 cr[k],False,0.0,0.996 xH[k],3.0,2.265542984008789
192,2nd_approach,9.540954763499944e-05,0.5880648,0.0,0.892 xQf[k],0.25,0.891 xQr[k] + 0.121 cr[k],False,0.0,1.002 xH[k],3.0,3.446868896484375
193,2nd_approach,9.540954763499944e-05,0.561112,0.0,0.976 xQf[k],0.25,0.869 xQr[k] + 0.143 cr[k],False,0.0,1.021 xH[k],3.0,3.2743566036224365
194,2nd_approach,9.540954763499944e-05,0.5643637,0.0,0.989 xQf[k],0.25,0.036 1 + 0.827 xQr[k] + 0.134 cr[k],False,0.0,1.003 xH[k],3.0,3.6990413665771484
195,2nd_approach,9.540954763499944e-05,0.5798513,0.0,0.973 xQf[k],0.25,0.045 1 + 0.811 xQr[k] + 0.132 cr[k],False,0.0,1.010 xH[k],3.0,3.378887176513672
196,2nd_approach,9.540954763499944e-05,0.5686676,0.0,0.996 xQf[k],0.25,0.861 xQr[k] + 0.159 cr[k],False,0.0,1.018 xH[k],3.0,2.7647523880004883
197,2nd_approach,9.540954763499944e-05,0.5646986,0.0,0.949 xQf[k],0.25,0.833 xQr[k] + 0.175 cr[k],False,0.0,1.022 xH[k],3.0,2.5983452796936035
198,2nd_approach,9.540954763499944e-05,0.5650824,0.0,0.998 xQf[k],0.25,0.866 xQr[k] + 0.134 cr[k],False,0.0,1.023 xH[k],3.0,3.1400699615478516
199,2nd_approach,9.540954763499944e-05,0.5547265,0.0,0.970 xQf[k],0.25,0.813 xQr[k] + 0.199 cr[k],False,0.0,1.040 xH[k],3.0,2.351585865020752
200,2nd_approach,0.00012648552168552957,0.5383915,0.0,0.981 xQf[k],0.25,0.852 xQr[k] + 0.154 cr[k],False,0.0,0.979 xH[k],3.0,2.960174083709717
201,2nd_approach,0.00012648552168552957,0.549654,0.0,0.965 xQf[k],0.25,0.042 1 + 0.792 xQr[k] + 0.163 cr[k],False,0.0,1.002 xH[k],3.0,3.030881643295288
202,2nd_approach,0.00012648552168552957,0.5595912,0.0,0.975 xQf[k],0.25,0.799 xQr[k] + 0.204 cr[k],False,0.0,0.990 xH[k],3.0,2.5365521907806396
203,2nd_approach,0.00012648552168552957,0.5838372,0.0,1.009 xQf[k],0.25,0.842 xQr[k] + 0.169 cr[k],False,0.0,0.979 xH[k],3.0,2.556182384490967
204,2nd_approach,0.00012648552168552957,0.5692665,0.0,0.988 xQf[k],0.25,0.866 xQr[k] + 0.141 cr[k],False,0.0,1.021 xH[k],3.0,3.063804864883423
205,2nd_approach,0.00012648552168552957,0.585124,0.0,0.975 xQf[k],0.25,0.900 xQr[k] + 0.107 cr[k],False,0.0,0.994 xH[k],3.0,3.4278886318206787
206,2nd_approach,0.00012648552168552957,0.5679082,0.0,1.005 xQf[k],0.25,0.784 xQr[k] + 0.221 cr[k],False,0.0,1.009 xH[k],3.0,2.32584547996521
207,2nd_approach,0.00012648552168552957,0.5578394,0.0,1.009 xQf[k],0.25,0.849 xQr[k] + 0.162 cr[k],False,0.0,1.023 xH[k],3.0,3.3030545711517334
208,2nd_approach,0.00012648552168552957,0.5680598,0.0,0.979 xQf[k],0.25,0.854 xQr[k] + 0.162 cr[k],False,0.0,1.007 xH[k],3.0,2.704245090484619
209,2nd_approach,0.00012648552168552957,0.567093,0.0,0.984 xQf[k],0.25,0.833 xQr[k] + 0.165 cr[k],False,0.0,1.035 xH[k],3.0,2.86712908744812
210,2nd_approach,0.00012648552168552957,0.5676137,0.0,1.030 xQf[k],0.25,0.821 xQr[k] + 0.186 cr[k],False,0.0,1.008 xH[k],3.0,2.5844969749450684
211,2nd_approach,0.00012648552168552957,0.5699003,0.0,1.000 xQf[k],0.25,0.847 xQr[k] + 0.158 cr[k],False,0.0,1.012 xH[k],3.0,2.732344627380371
212,2nd_approach,0.00012648552168552957,0.5697556,0.0,0.974 xQf[k],0.25,0.822 xQr[k] + 0.180 cr[k],False,0.0,1.010 xH[k],3.0,2.538702964782715
213,2nd_approach,0.00012648552168552957,0.5761124,0.0,0.980 xQf[k],0.25,0.832 xQr[k] + 0.157 cr[k],False,0.0,0.997 xH[k],3.0,3.144958019256592
214,2nd_approach,0.00012648552168552957,0.5510097,0.0,0.976 xQf[k],0.25,0.825 xQr[k] + 0.176 cr[k],False,0.0,1.028 xH[k],3.0,2.6606743335723877
215,2nd_approach,0.00012648552168552957,0.5545653,0.0,0.991 xQf[k],0.25,0.841 xQr[k] + 0.163 cr[k],False,0.0,1.003 xH[k],3.0,2.8540658950805664
216,2nd_approach,0.00012648552168552957,0.5568922,0.0,0.993 xQf[k],0.25,0.814 xQr[k] + 0.184 cr[k],False,0.0,1.018 xH[k],3.0,2.8926167488098145
217,2nd_approach,0.00012648552168552957,0.5764153,0.0,0.971 xQf[k],0.25,0.854 xQr[k] + 0.155 cr[k],False,0.0,0.979 xH[k],3.0,2.9149045944213867
218,2nd_approach,0.00012648552168552957,0.5747063,0.0,1.001 xQf[k],0.25,0.836 xQr[k] + 0.178 cr[k],False,0.0,1.005 xH[k],3.0,2.674896240234375
219,2nd_approach,0.00012648552168552957,0.5815225,0.0,1.020 xQf[k],0.25,0.897 xQr[k] + 0.113 cr[k],False,0.0,1.010 xH[k],3.0,2.899139642715454
220,2nd_approach,0.00016768329368110083,0.5534275,0.0,0.973 xQf[k],0.25,0.827 xQr[k] + 0.181 cr[k],False,0.0,0.993 xH[k],3.0,3.1128530502319336
221,2nd_approach,0.00016768329368110083,0.5721775,0.0,1.000 xQf[k],0.25,0.831 xQr[k] + 0.175 cr[k],False,0.0,1.006 xH[k],3.0,2.921243190765381
222,2nd_approach,0.00016768329368110083,0.5521747,0.0,0.970 xQf[k],0.25,0.798 xQr[k] + 0.200 cr[k],False,0.0,1.014 xH[k],3.0,2.603816270828247
223,2nd_approach,0.00016768329368110083,0.5700952,0.0,0.994 xQf[k],0.25,0.872 xQr[k] + 0.131 cr[k],False,0.0,1.012 xH[k],3.0,2.937157154083252
224,2nd_approach,0.00016768329368110083,0.5678266,0.0,1.020 xQf[k],0.25,0.824 xQr[k] + 0.181 cr[k],False,0.0,1.012 xH[k],3.0,2.811924457550049
225,2nd_approach,0.00016768329368110083,0.5609148,0.0,0.976 xQf[k],0.25,0.821 xQr[k] + 0.164 cr[k],False,0.0,1.010 xH[k],3.0,2.9780988693237305
226,2nd_approach,0.00016768329368110083,0.5669671,0.0,0.974 xQf[k],0.25,0.846 xQr[k] + 0.162 cr[k],False,0.0,1.009 xH[k],3.0,2.6041717529296875
227,2nd_approach,0.00016768329368110083,0.5752916,0.0,0.975 xQf[k],0.25,0.037 1 + 0.822 xQr[k] + 0.137 cr[k],False,0.0,1.010 xH[k],3.0,3.4026379585266113
228,2nd_approach,0.00016768329368110083,0.5708975,0.0,0.975 xQf[k],0.25,0.838 xQr[k] + 0.168 cr[k],False,0.0,1.004 xH[k],3.0,2.76751708984375
229,2nd_approach,0.00016768329368110083,0.5638247,0.0,0.974 xQf[k],0.25,0.836 xQr[k] + 0.155 cr[k],False,0.0,0.032 1 + 1.001 xH[k],3.0,2.754356861114502
230,2nd_approach,0.00016768329368110083,0.5650033,0.0,0.985 xQf[k],0.25,0.848 xQr[k] + 0.158 cr[k],False,0.0,1.029 xH[k],3.0,2.892362594604492
231,2nd_approach,0.00016768329368110083,0.575977,0.0,0.991 xQf[k],0.25,0.051 1 + 0.808 xQr[k] + 0.138 cr[k],False,0.0,1.008 xH[k],3.0,3.727079391479492
232,2nd_approach,0.00016768329368110083,0.5809789,0.0,0.984 xQf[k],0.25,0.896 xQr[k] + 0.113 cr[k],False,0.0,0.999 xH[k],3.0,3.591705799102783
233,2nd_approach,0.00016768329368110083,0.5766189,0.0,0.972 xQf[k],0.25,0.848 xQr[k] + 0.151 cr[k],False,0.0,1.010 xH[k],3.0,2.8637986183166504
234,2nd_approach,0.00016768329368110083,0.5652086,0.0,0.986 xQf[k],0.25,0.806 xQr[k] + 0.201 cr[k],False,0.0,1.005 xH[k],3.0,2.4243152141571045
235,2nd_approach,0.00016768329368110083,0.5567489,0.0,0.968 xQf[k],0.25,0.838 xQr[k] + 0.163 cr[k],False,0.0,0.995 xH[k],3.0,2.917325258255005
236,2nd_approach,0.00016768329368110083,0.5658994,0.0,0.989 xQf[k],0.25,0.800 xQr[k] + 0.207 cr[k],False,0.0,0.991 xH[k],3.0,2.4794273376464844
237,2nd_approach,0.00016768329368110083,0.551475,0.0,0.967 xQf[k],0.25,0.845 xQr[k] + 0.166 cr[k],False,0.0,1.006 xH[k],3.0,2.5888776779174805
238,2nd_approach,0.00016768329368110083,0.5747699,0.0,0.972 xQf[k],0.25,0.822 xQr[k] + 0.187 cr[k],False,0.0,1.009 xH[k],3.0,2.4604249000549316
239,2nd_approach,0.00016768329368110083,0.5457082,0.0,0.965 xQf[k],0.25,0.827 xQr[k] + 0.173 cr[k],False,0.0,1.024 xH[k],3.0,2.7755703926086426
240,2nd_approach,0.00022229964825261955,0.5698644,0.0,0.981 xQf[k],0.25,0.843 xQr[k] + 0.157 cr[k],False,0.0,0.998 xH[k],3.0,2.662083625793457
241,2nd_approach,0.00022229964825261955,0.5656232,0.0,0.991 xQf[k],0.25,0.079 1 + 0.785 xQr[k] + 0.141 cr[k],False,0.0,0.998 xH[k],3.0,3.3601441383361816
242,2nd_approach,0.00022229964825261955,0.5618302,0.0,0.969 xQf[k],0.25,0.866 xQr[k] + 0.134 cr[k],False,0.0,1.013 xH[k],3.0,3.1753008365631104
243,2nd_approach,0.00022229964825261955,0.5681666,0.0,0.981 xQf[k],0.25,0.037 1 + 0.821 xQr[k] + 0.144 cr[k],False,0.0,1.001 xH[k],3.0,3.2076494693756104
244,2nd_approach,0.00022229964825261955,0.5685913,0.0,0.998 xQf[k],0.25,0.031 1 + 0.810 xQr[k] + 0.158 cr[k],False,0.0,1.001 xH[k],3.0,2.666858196258545
245,2nd_approach,0.00022229964825261955,0.5709983,0.0,1.000 xQf[k],0.25,0.898 xQr[k] + 0.112 cr[k],False,0.0,1.021 xH[k],3.0,3.7314212322235107
246,2nd_approach,0.00022229964825261955,0.5787723,0.0,0.968 xQf[k],0.25,0.822 xQr[k] + 0.184 cr[k],False,0.0,0.984 xH[k],3.0,2.597899913787842
247,2nd_approach,0.00022229964825261955,0.5678498,0.0,0.972 xQf[k],0.25,0.819 xQr[k] + 0.188 cr[k],False,0.0,1.001 xH[k],3.0,2.476982831954956
248,2nd_approach,0.00022229964825261955,0.565296,0.0,0.985 xQf[k],0.25,0.053 1 + 0.802 xQr[k] + 0.141 cr[k],False,0.0,1.026 xH[k],3.0,3.145866632461548
249,2nd_approach,0.00022229964825261955,0.5560308,0.0,0.976 xQf[k],0.25,0.834 xQr[k] + 0.183 cr[k],False,0.0,1.018 xH[k],3.0,2.568516731262207
250,2nd_approach,0.00022229964825261955,0.5847276,0.0,0.983 xQf[k],0.25,0.853 xQr[k] + 0.153 cr[k],False,0.0,1.011 xH[k],3.0,3.0469391345977783
251,2nd_approach,0.00022229964825261955,0.5676126,0.0,1.013 xQf[k],0.25,0.837 xQr[k] + 0.166 cr[k],False,0.0,1.002 xH[k],3.0,2.6498074531555176
252,2nd_approach,0.00022229964825261955,0.5694647,0.0,0.978 xQf[k],0.25,0.841 xQr[k] + 0.160 cr[k],False,0.0,1.009 xH[k],3.0,2.7898876667022705
253,2nd_approach,0.00022229964825261955,0.5619948,0.0,1.001 xQf[k],0.25,0.789 xQr[k] + 0.206 cr[k],False,0.0,1.023 xH[k],3.0,2.4384593963623047
254,2nd_approach,0.00022229964825261955,0.5791039,0.0,0.982 xQf[k],0.25,0.032 1 + 0.840 xQr[k] + 0.126 cr[k],False,0.0,1.015 xH[k],3.0,3.107109546661377
255,2nd_approach,0.00022229964825261955,0.5919049,0.0,0.995 xQf[k],0.25,0.034 1 + 0.839 xQr[k] + 0.131 cr[k],False,0.0,1.005 xH[k],3.0,3.359823703765869
256,2nd_approach,0.00022229964825261955,0.5842967,0.0,0.993 xQf[k],0.25,0.055 1 + 0.844 xQr[k] + 0.102 cr[k],False,0.0,1.006 xH[k],3.0,3.8080391883850098
257,2nd_approach,0.00022229964825261955,0.5465959,0.0,0.985 xQf[k],0.25,0.877 xQr[k] + 0.135 cr[k],False,0.0,1.024 xH[k],3.0,3.4264578819274902
258,2nd_approach,0.00022229964825261955,0.5442408,0.0,0.975 xQf[k],0.25,0.843 xQr[k] + 0.166 cr[k],False,0.0,1.007 xH[k],3.0,3.1088333129882812
259,2nd_approach,0.00022229964825261955,0.5610107,0.0,0.996 xQf[k],0.25,0.813 xQr[k] + 0.169 cr[k],False,0.0,1.024 xH[k],3.0,2.7843310832977295
260,2nd_approach,0.00029470517025518097,0.5773236,0.0,0.983 xQf[k],0.25,0.032 1 + 0.814 xQr[k] + 0.158 cr[k],False,0.0,0.991 xH[k],3.0,3.0368566513061523
261,2nd_approach,0.00029470517025518097,0.5580366,0.0,0.997 xQf[k],0.25,0.814 xQr[k] + 0.189 cr[k],False,0.0,1.021 xH[k],3.0,2.712534189224243
262,2nd_approach,0.00029470517025518097,0.5743122,0.0,0.972 xQf[k],0.25,0.035 1 + 0.822 xQr[k] + 0.147 cr[k],False,0.0,1.011 xH[k],3.0,3.0236830711364746
263,2nd_approach,0.00029470517025518097,0.5636348,0.0,1.035 xQf[k],0.25,0.831 xQr[k] + 0.167 cr[k],False,0.0,1.020 xH[k],3.0,2.4424350261688232
264,2nd_approach,0.00029470517025518097,0.5586879,0.0,0.967 xQf[k],0.25,0.821 xQr[k] + 0.175 cr[k],False,0.0,1.003 xH[k],3.0,2.6330785751342773
265,2nd_approach,0.00029470517025518097,0.5496889,0.0,0.995 xQf[k],0.25,0.853 xQr[k] + 0.152 cr[k],False,0.0,1.007 xH[k],3.0,3.1341147422790527
266,2nd_approach,0.00029470517025518097,0.5815712,0.0,0.988 xQf[k],0.25,0.842 xQr[k] + 0.167 cr[k],False,0.0,1.000 xH[k],3.0,2.66392183303833
267,2nd_approach,0.00029470517025518097,0.5540566,0.0,1.009 xQf[k],0.25,0.032 1 + 0.841 xQr[k] + 0.126 cr[k],False,0.0,1.006 xH[k],3.0,3.3744583129882812
268,2nd_approach,0.00029470517025518097,0.5543923,0.0,0.992 xQf[k],0.25,0.819 xQr[k] + 0.176 cr[k],False,0.0,1.020 xH[k],3.0,2.997107744216919
269,2nd_approach,0.00029470517025518097,0.5716907,0.0,0.972 xQf[k],0.25,0.857 xQr[k] + 0.147 cr[k],False,0.0,1.027 xH[k],3.0,2.995037078857422
270,2nd_approach,0.00029470517025518097,0.5825237,0.0,0.966 xQf[k],0.25,0.870 xQr[k] + 0.139 cr[k],False,0.0,0.993 xH[k],3.0,3.057614326477051
271,2nd_approach,0.00029470517025518097,0.5848907,0.0,0.971 xQf[k],0.25,0.030 1 + 0.802 xQr[k] + 0.168 cr[k],False,0.0,0.995 xH[k],3.0,2.8258614540100098
272,2nd_approach,0.00029470517025518097,0.5423384,0.0,1.007 xQf[k],0.25,0.839 xQr[k] + 0.169 cr[k],False,0.0,1.045 xH[k],3.0,2.87449049949646
273,2nd_approach,0.00029470517025518097,0.5786496,0.0,0.984 xQf[k],0.25,0.040 1 + 0.820 xQr[k] + 0.134 cr[k],False,0.0,1.009 xH[k],3.0,3.417598009109497
274,2nd_approach,0.00029470517025518097,0.5495987,0.0,1.003 xQf[k],0.25,0.840 xQr[k] + 0.162 cr[k],False,0.0,1.002 xH[k],3.0,2.9128899574279785
275,2nd_approach,0.00029470517025518097,0.553154,0.0,0.976 xQf[k],0.25,0.838 xQr[k] + 0.168 cr[k],False,0.0,0.991 xH[k],3.0,2.8092339038848877
276,2nd_approach,0.00029470517025518097,0.5436695,0.0,1.039 xQf[k],0.25,0.792 xQr[k] + 0.214 cr[k],False,0.0,0.990 xH[k],3.0,2.4402289390563965
277,2nd_approach,0.00029470517025518097,0.5494432,0.0,0.997 xQf[k],0.25,0.812 xQr[k] + 0.184 cr[k],False,0.0,1.029 xH[k],3.0,2.598996877670288
278,2nd_approach,0.00029470517025518097,0.5913373,0.0,0.984 xQf[k],0.25,0.053 1 + 0.834 xQr[k] + 0.109 cr[k],False,0.0,1.011 xH[k],3.0,3.4199464321136475
279,2nd_approach,0.00029470517025518097,0.5665555,0.0,0.928 xQf[k],0.25,0.852 xQr[k] + 0.149 cr[k],False,0.0,1.020 xH[k],3.0,3.297254800796509
280,2nd_approach,0.0003906939937054617,0.558937,0.0,0.990 xQf[k],0.25,0.807 xQr[k] + 0.197 cr[k],False,0.0,0.984 xH[k],3.0,2.7207131385803223
281,2nd_approach,0.0003906939937054617,0.5613712,0.0,0.982 xQf[k],0.25,0.825 xQr[k] + 0.176 cr[k],False,0.0,0.980 xH[k],3.0,2.619769811630249
282,2nd_approach,0.0003906939937054617,0.5644636,0.0,0.979 xQf[k],0.25,0.823 xQr[k] + 0.180 cr[k],False,0.0,1.040 xH[k],3.0,2.4089696407318115
283,2nd_approach,0.0003906939937054617,0.5543976,0.0,0.991 xQf[k],0.25,0.874 xQr[k] + 0.140 cr[k],False,0.0,1.016 xH[k],3.0,2.982280969619751
284,2nd_approach,0.0003906939937054617,0.6047518,0.0,0.980 xQf[k],0.25,0.831 xQr[k] + 0.166 cr[k],False,0.0,1.015 xH[k],3.0,2.8774123191833496
285,2nd_approach,0.0003906939937054617,0.5726047,0.0,1.101 xQf[k],0.25,0.041 1 + 0.852 xQr[k] + 0.108 cr[k],False,0.0,1.020 xH[k],3.0,4.13234281539917
286,2nd_approach,0.0003906939937054617,0.5507503,0.0,0.974 xQf[k],0.25,0.850 xQr[k] + 0.148 cr[k],False,0.0,0.994 xH[k],3.0,3.0764729976654053
287,2nd_approach,0.0003906939937054617,0.5731883,0.0,0.982 xQf[k],0.25,0.838 xQr[k] + 0.168 cr[k],False,0.0,1.010 xH[k],3.0,2.4832096099853516
288,2nd_approach,0.0003906939937054617,0.5505331,0.0,0.986 xQf[k],0.25,0.852 xQr[k] + 0.158 cr[k],False,0.0,1.011 xH[k],3.0,3.0480616092681885
289,2nd_approach,0.0003906939937054617,0.5678547,0.0,0.982 xQf[k],0.25,0.856 xQr[k] + 0.155 cr[k],False,0.0,1.006 xH[k],3.0,3.3304519653320312
290,2nd_approach,0.0003906939937054617,0.5668221,0.0,1.001 xQf[k],0.25,0.845 xQr[k] + 0.156 cr[k],False,0.0,1.044 xH[k],3.0,2.7604501247406006
291,2nd_approach,0.0003906939937054617,0.5483425,0.0,0.970 xQf[k],0.25,0.032 1 + 0.822 xQr[k] + 0.141 cr[k],False,0.0,1.010 xH[k],3.0,3.1625213623046875
292,2nd_approach,0.0003906939937054617,0.55979,0.0,0.989 xQf[k],0.25,0.820 xQr[k] + 0.177 cr[k],False,0.0,1.034 xH[k],3.0,2.540853500366211
293,2nd_approach,0.0003906939937054617,0.5226681,0.0,0.987 xQf[k],0.25,0.860 xQr[k] + 0.146 cr[k],False,0.0,1.026 xH[k],3.0,3.1633057594299316
294,2nd_approach,0.0003906939937054617,0.573891,0.0,0.970 xQf[k],0.25,0.849 xQr[k] + 0.152 cr[k],False,0.0,1.015 xH[k],3.0,2.885929584503174
295,2nd_approach,0.0003906939937054617,0.5711269,0.0,0.842 xQf[k],0.25,0.038 1 + 0.803 xQr[k] + 0.171 cr[k],False,0.0,0.989 xH[k],3.0,2.8739027976989746
296,2nd_approach,0.0003906939937054617,0.562391,0.0,0.967 xQf[k],0.25,0.860 xQr[k] + 0.143 cr[k],False,0.0,1.019 xH[k],3.0,3.1578755378723145
297,2nd_approach,0.0003906939937054617,0.5549261,0.0,0.993 xQf[k],0.25,0.878 xQr[k] + 0.135 cr[k],False,0.0,1.005 xH[k],3.0,3.2018990516662598
298,2nd_approach,0.0003906939937054617,0.5580341,0.0,0.992 xQf[k],0.25,0.825 xQr[k] + 0.179 cr[k],False,0.0,0.995 xH[k],3.0,2.8786396980285645
299,2nd_approach,0.0003906939937054617,0.5773576,0.0,0.993 xQf[k],0.25,0.840 xQr[k] + 0.168 cr[k],False,0.0,1.017 xH[k],3.0,2.8025705814361572
300,2nd_approach,0.0005179474679231213,0.5517669,0.0,0.961 xQf[k],0.25,0.862 xQr[k] + 0.136 cr[k],False,0.0,1.019 xH[k],3.0,3.004891872406006
301,2nd_approach,0.0005179474679231213,0.5828063,0.0,0.991 xQf[k],0.25,0.834 xQr[k] + 0.168 cr[k],False,0.0,1.000 xH[k],3.0,2.845480442047119
302,2nd_approach,0.0005179474679231213,0.5769348,0.0,0.985 xQf[k],0.25,0.041 1 + 0.795 xQr[k] + 0.161 cr[k],False,0.0,1.023 xH[k],3.0,3.046823740005493
303,2nd_approach,0.0005179474679231213,0.5818873,0.0,0.971 xQf[k],0.25,0.807 xQr[k] + 0.179 cr[k],False,0.0,1.038 xH[k],3.0,2.375237464904785
304,2nd_approach,0.0005179474679231213,0.5811472,0.0,0.990 xQf[k],0.25,0.826 xQr[k] + 0.183 cr[k],False,0.0,1.009 xH[k],3.0,2.631040573120117
305,2nd_approach,0.0005179474679231213,0.5813927,0.0,0.986 xQf[k],0.25,0.835 xQr[k] + 0.137 cr[k],False,0.0,1.018 xH[k],3.0,3.3962085247039795
306,2nd_approach,0.0005179474679231213,0.5728484,0.0,0.979 xQf[k],0.25,0.044 1 + 0.836 xQr[k] + 0.122 cr[k],False,0.0,0.996 xH[k],3.0,3.4051644802093506
307,2nd_approach,0.0005179474679231213,0.5377665,0.0,0.983 xQf[k],0.25,0.864 xQr[k] + 0.139 cr[k],False,0.0,0.997 xH[k],3.0,3.491654872894287
308,2nd_approach,0.0005179474679231213,0.5469092,0.0,0.942 xQf[k],0.25,0.842 xQr[k] + 0.157 cr[k],False,0.0,1.006 xH[k],3.0,2.5460927486419678
309,2nd_approach,0.0005179474679231213,0.579737,0.0,0.984 xQf[k],0.25,0.892 xQr[k] + 0.119 cr[k],False,0.0,1.012 xH[k],3.0,3.18894100189209
310,2nd_approach,0.0005179474679231213,0.5781198,0.0,0.965 xQf[k],0.25,0.819 xQr[k] + 0.190 cr[k],False,0.0,0.984 xH[k],3.0,2.483816146850586
311,2nd_approach,0.0005179474679231213,0.5689021,0.0,0.973 xQf[k],0.25,0.043 1 + 0.790 xQr[k] + 0.161 cr[k],False,0.0,1.016 xH[k],3.0,3.454767942428589
312,2nd_approach,0.0005179474679231213,0.5834521,0.0,0.956 xQf[k],0.25,0.044 1 + 0.840 xQr[k] + 0.116 cr[k],False,0.0,1.017 xH[k],3.0,3.679990291595459
313,2nd_approach,0.0005179474679231213,0.5860826,0.0,0.943 xQf[k],0.25,0.876 xQr[k] + 0.140 cr[k],False,0.0,1.001 xH[k],3.0,3.0213394165039062
314,2nd_approach,0.0005179474679231213,0.5605619,0.0,0.985 xQf[k],0.25,0.044 1 + 0.798 xQr[k] + 0.159 cr[k],False,0.0,1.011 xH[k],3.0,2.9891581535339355
315,2nd_approach,0.0005179474679231213,0.5518481,0.0,0.952 xQf[k],0.25,0.823 xQr[k] + 0.179 cr[k],False,0.0,1.031 xH[k],3.0,2.4029383659362793
316,2nd_approach,0.0005179474679231213,0.5628368,0.0,1.002 xQf[k],0.25,0.847 xQr[k] + 0.151 cr[k],False,0.0,1.011 xH[k],3.0,3.0106945037841797
