,reg_method,weight,loss,forget_rate,xQf,alpha,xQr,correlated_update,perseveration_bias,xH,beta,sindy_beta
207,2nd_approach,0.7906043210907702,0.5851054,0.0,0.983 xQf[k],0.25,0.049 1 + 0.860 xQr[k] + 0.091 cr[k],False,0.0,1.002 xH[k],3.0,3.291390895843506
208,2nd_approach,0.7906043210907702,0.6020087,0.0,0.983 xQf[k],0.25,0.964 xQr[k] + 0.047 cr[k],False,0.0,1.004 xH[k],3.0,3.4353151321411133
209,2nd_approach,0.7906043210907702,0.5784357,0.0,0.979 xQf[k],0.25,0.893 xQr[k] + 0.117 cr[k],False,0.0,1.008 xH[k],3.0,2.5196545124053955
210,2nd_approach,1.0481131341546852,0.6147094,0.0,0.978 xQf[k],0.25,0.037 1 + 0.878 xQr[k] + 0.060 cr[k],False,0.0,1.007 xH[k],3.0,3.7675881385803223
211,2nd_approach,1.0481131341546852,0.5891362,0.0,0.984 xQf[k],0.25,0.921 xQr[k] + 0.078 cr[k],False,0.0,1.007 xH[k],3.0,3.29848051071167
212,2nd_approach,1.0481131341546852,0.5616212,0.0,0.986 xQf[k],0.25,0.897 xQr[k] + 0.114 cr[k],False,0.0,1.010 xH[k],3.0,2.4050817489624023
213,2nd_approach,1.0481131341546852,0.558051,0.0,0.987 xQf[k],0.25,0.907 xQr[k] + 0.087 cr[k],False,0.0,1.014 xH[k],3.0,3.0673341751098633
214,2nd_approach,1.0481131341546852,0.6051924,0.0,0.982 xQf[k],0.25,0.934 xQr[k] + 0.075 cr[k],False,0.0,1.004 xH[k],3.0,3.0506362915039062
215,2nd_approach,1.389495494373136,0.6256417,0.0,0.985 xQf[k],0.25,0.909 xQr[k] + 0.090 cr[k],False,0.0,1.004 xH[k],3.0,2.6390879154205322
216,2nd_approach,1.389495494373136,0.593495,0.0,0.983 xQf[k],0.25,0.925 xQr[k] + 0.075 cr[k],False,0.0,1.008 xH[k],3.0,3.2043299674987793
217,2nd_approach,1.389495494373136,0.6201261,0.0,0.987 xQf[k],0.25,0.032 1 + 0.911 xQr[k] + 0.044 cr[k],False,0.0,1.005 xH[k],3.0,5.026235580444336
218,2nd_approach,1.389495494373136,0.5829569,0.0,0.980 xQf[k],0.25,0.906 xQr[k] + 0.089 cr[k],False,0.0,1.007 xH[k],3.0,2.937767744064331
219,2nd_approach,1.389495494373136,0.591889,0.0,0.990 xQf[k],0.25,0.038 1 + 0.897 xQr[k] + 0.062 cr[k],False,0.0,1.007 xH[k],3.0,3.8677423000335693
220,2nd_approach,1.8420699693267164,0.6071745,0.0,0.992 xQf[k],0.25,0.037 1 + 0.887 xQr[k] + 0.046 cr[k],False,0.0,1.002 xH[k],3.0,4.789829254150391
221,2nd_approach,1.8420699693267164,0.6026483,0.0,0.977 xQf[k],0.25,0.944 xQr[k] + 0.060 cr[k],False,0.0,1.009 xH[k],3.0,3.2552764415740967
222,2nd_approach,1.8420699693267164,0.6261353,0.0,0.984 xQf[k],0.25,0.940 xQr[k] + 0.060 cr[k],False,0.0,1.006 xH[k],3.0,3.5384140014648438
223,2nd_approach,1.8420699693267164,0.6227711,0.0,0.990 xQf[k],0.25,0.968 xQr[k] + 0.042 cr[k],False,0.0,1.008 xH[k],3.0,3.8234949111938477
224,2nd_approach,1.8420699693267164,0.6199861,0.0,0.989 xQf[k],0.25,0.039 1 + 0.924 xQr[k] + 0.033 cr[k],False,0.0,1.003 xH[k],3.0,3.4737040996551514
225,2nd_approach,2.44205309454865,0.6630321,0.0,0.996 xQf[k],0.25,0.999 xQr[k],False,0.0,1.000 xH[k],3.0,6.926128387451172
226,2nd_approach,2.44205309454865,0.6014805,0.0,0.976 xQf[k],0.25,0.958 xQr[k] + 0.037 cr[k],False,0.0,1.010 xH[k],3.0,3.278470277786255
227,2nd_approach,2.44205309454865,0.6014668,0.0,0.977 xQf[k],0.25,0.921 xQr[k] + 0.086 cr[k],False,0.0,1.008 xH[k],3.0,2.440275192260742
228,2nd_approach,2.44205309454865,0.6239673,0.0,0.991 xQf[k],0.25,0.038 1 + 0.917 xQr[k] + 0.047 cr[k],False,0.0,1.004 xH[k],3.0,3.476461887359619
229,2nd_approach,2.44205309454865,0.6253811,0.0,0.986 xQf[k],0.25,0.995 xQr[k],False,0.0,1.006 xH[k],3.0,3.2299110889434814
230,2nd_approach,3.2374575428176398,0.6432685,0.0,0.988 xQf[k],0.25,0.974 xQr[k] + 0.033 cr[k],False,0.0,1.004 xH[k],3.0,3.542475461959839
231,2nd_approach,3.2374575428176398,0.6103419,0.0,0.992 xQf[k],0.25,0.034 1 + 0.923 xQr[k] + 0.044 cr[k],False,0.0,1.005 xH[k],3.0,3.6740949153900146
232,2nd_approach,3.2374575428176398,0.6062903,0.0,0.989 xQf[k],0.25,0.036 1 + 0.909 xQr[k] + 0.037 cr[k],False,0.0,1.001 xH[k],3.0,4.27488899230957
233,2nd_approach,3.2374575428176398,0.5900936,0.0,0.984 xQf[k],0.25,0.943 xQr[k] + 0.053 cr[k],False,0.0,1.006 xH[k],3.0,3.5613958835601807
234,2nd_approach,3.2374575428176398,0.5987185,0.0,0.985 xQf[k],0.25,0.944 xQr[k] + 0.060 cr[k],False,0.0,1.012 xH[k],3.0,2.848994016647339
235,2nd_approach,4.291934260128778,0.6055715,0.0,0.972 xQf[k],0.25,0.931 xQr[k] + 0.064 cr[k],False,0.0,1.005 xH[k],3.0,2.3912534713745117
236,2nd_approach,4.291934260128778,0.6272498,0.0,0.989 xQf[k],0.25,0.957 xQr[k] + 0.052 cr[k],False,0.0,1.004 xH[k],3.0,3.2631912231445312
237,2nd_approach,4.291934260128778,0.6165111,0.0,0.987 xQf[k],0.25,0.962 xQr[k] + 0.048 cr[k],False,0.0,1.003 xH[k],3.0,3.5667006969451904
238,2nd_approach,4.291934260128778,0.6364058,0.0,0.980 xQf[k],0.25,0.972 xQr[k] + 0.030 cr[k],False,0.0,1.000 xH[k],3.0,2.6828951835632324
239,2nd_approach,4.291934260128778,0.6070388,0.0,0.994 xQf[k],0.25,0.954 xQr[k] + 0.053 cr[k],False,0.0,1.003 xH[k],3.0,2.6614272594451904
240,2nd_approach,5.689866029018293,0.6488019,0.0,0.989 xQf[k],0.25,0.970 xQr[k] + 0.036 cr[k],False,0.0,1.003 xH[k],3.0,2.910534620285034
241,2nd_approach,5.689866029018293,0.652984,0.0,0.989 xQf[k],0.25,0.974 xQr[k] + 0.034 cr[k],False,0.0,1.002 xH[k],3.0,3.2659006118774414
242,2nd_approach,5.689866029018293,0.682727,0.0,0.984 xQf[k],0.25,0.998 xQr[k],False,0.0,1.004 xH[k],3.0,4.011130332946777
243,2nd_approach,5.689866029018293,0.6544275,0.0,0.994 xQf[k],0.25,0.999 xQr[k],False,0.0,1.001 xH[k],3.0,4.617867946624756
244,2nd_approach,5.689866029018293,0.6285705,0.0,0.991 xQf[k],0.25,0.971 xQr[k] + 0.038 cr[k],False,0.0,1.004 xH[k],3.0,3.325420379638672
245,2nd_approach,7.543120063354607,0.6300226,0.0,0.982 xQf[k],0.25,0.944 xQr[k] + 0.058 cr[k],False,0.0,1.002 xH[k],3.0,2.0900678634643555
246,2nd_approach,7.543120063354607,0.6615537,0.0,0.993 xQf[k],0.25,0.975 xQr[k] + 0.033 cr[k],False,0.0,1.001 xH[k],3.0,4.054269313812256
247,2nd_approach,7.543120063354607,0.6426759,0.0,0.980 xQf[k],0.25,0.973 xQr[k] + 0.030 cr[k],False,0.0,1.001 xH[k],3.0,2.5142970085144043
248,2nd_approach,7.543120063354607,0.6429273,0.0,0.984 xQf[k],0.25,0.961 xQr[k] + 0.042 cr[k],False,0.0,1.004 xH[k],3.0,2.3381662368774414
249,2nd_approach,7.543120063354607,0.6751219,0.0,0.994 xQf[k],0.25,0.999 xQr[k],False,0.0,1.002 xH[k],3.0,5.060769081115723
250,2nd_approach,10.0,0.6576603,0.0,0.982 xQf[k],0.25,0.998 xQr[k],False,0.0,1.005 xH[k],3.0,2.211292266845703
251,2nd_approach,10.0,0.6646458,0.0,0.989 xQf[k],0.25,0.996 xQr[k],False,0.0,1.003 xH[k],3.0,3.796243190765381
252,2nd_approach,10.0,0.68472,0.0,0.991 xQf[k],0.25,0.998 xQr[k],False,0.0,1.002 xH[k],3.0,3.9268438816070557
253,2nd_approach,10.0,0.6325688,0.0,0.988 xQf[k],0.25,0.999 xQr[k],False,0.0,1.002 xH[k],3.0,2.444232940673828
254,2nd_approach,10.0,0.6229205,0.0,0.984 xQf[k],0.25,0.961 xQr[k] + 0.045 cr[k],False,0.0,1.003 xH[k],3.0,2.410087823867798
