,age,age,age,switch_rate,switch_rate,stay_after_reward,stay_after_reward,perseveration,perseveration,avg_reward,avg_reward,n_trials,n_trials
,mean,std,count,mean,std,mean,std,mean,std,mean,std,mean,std
cluster,,,,,,,,,,,,,
0,16.007308785166668,6.052894123179568,162,0.34119341944713183,0.11646908710752059,0.8931707088374355,0.09916584158428517,0.6588065805528681,0.11646908710752062,0.5376804964005385,0.061389923349002416,131.3148148148148,5.191335617492261
1,18.445542634951924,6.050321622617838,104,0.22602921405139234,0.10337240081566183,0.9829403038434648,0.030306293169008253,0.7739707859486077,0.10337240081566185,0.590528382694165,0.040783082019010854,132.06730769230768,5.373911130307712
