"subjectid","type","reward","choice","false_start","rt","key"
1,3,-10,6,0,692,"33"
1,3,-10,6,0,532,"36"
1,1,10,1,0,527,"33"
1,3,-10,6,0,556,"36"
1,3,-10,6,0,828,"33"
1,4,10,7,0,897,"33"
1,2,10,3,0,480,"33"
1,4,-10,0,0,1500,"0"
1,2,-10,0,0,1500,"0"
1,4,10,7,0,776,"36"
1,1,10,2,0,435,"36"
1,3,10,6,0,529,"36"
1,1,10,1,0,485,"36"
1,2,10,4,0,757,"33"
1,2,-10,4,0,715,"33"
1,3,10,6,0,523,"33"
1,2,-10,3,0,727,"36"
1,1,10,2,0,748,"36"
1,1,10,2,0,843,"36"
1,4,10,7,0,636,"33"
1,2,10,4,0,646,"33"
1,4,10,7,0,501,"36"
1,1,-10,2,0,621,"33"
1,3,-10,6,0,856,"33"
1,1,10,1,0,612,"36"
1,4,10,7,0,587,"33"
1,1,10,2,0,624,"33"
1,3,-10,0,0,1500,"0"
1,3,10,6,0,718,"33"
1,4,10,7,0,551,"36"
1,2,-10,4,0,711,"33"
1,2,-10,3,0,511,"36"
1,4,-10,7,0,494,"33"
1,4,10,7,0,676,"36"
1,4,10,7,0,477,"33"
1,3,10,5,0,1457,"33"
1,3,10,5,0,434,"36"
1,1,-10,1,0,437,"33"
1,2,-10,4,0,770,"33"
1,2,10,4,0,596,"33"
1,2,10,3,0,1227,"36"
1,1,-10,0,0,1500,"0"
1,2,-10,4,0,352,"33"
1,4,10,7,0,457,"36"
1,4,10,7,0,700,"36"
1,1,10,2,0,676,"33"
1,1,-10,2,0,701,"36"
1,3,10,5,0,518,"33"
1,3,10,5,0,407,"36"
1,4,-10,7,0,658,"36"
1,2,10,3,0,584,"33"
1,4,-10,7,0,849,"36"
1,4,10,8,0,874,"36"
1,4,10,7,0,588,"33"
1,2,10,3,0,612,"33"
1,1,-10,1,0,677,"33"
1,4,-10,0,0,1500,"0"
1,3,-10,6,0,528,"33"
1,3,10,5,0,611,"36"
1,2,10,4,0,901,"36"
1,3,-10,6,0,570,"36"
1,1,-10,2,0,560,"33"
1,1,-10,1,0,531,"36"
1,2,10,3,0,533,"33"
1,4,-10,0,0,1500,"0"
1,3,10,5,0,374,"33"
1,2,-10,3,0,723,"36"
1,2,10,3,0,653,"33"
1,2,-10,4,0,877,"36"
1,4,-10,0,0,1500,"0"
1,3,-10,6,0,344,"33"
1,3,-10,5,0,706,"33"
1,1,10,2,0,706,"36"
1,4,-10,7,0,640,"33"
1,1,-10,0,0,1500,"0"
1,4,10,8,0,338,"33"
1,2,-10,4,0,651,"36"
1,3,-10,6,0,501,"33"
1,3,-10,6,0,427,"36"
1,4,-10,7,0,515,"36"
1,3,-10,6,0,682,"36"
1,2,-10,0,0,1500,"0"
1,2,10,3,1,609,"33"
1,1,10,2,0,529,"36"
1,2,-10,3,0,482,"33"
1,3,10,5,0,496,"36"
1,1,10,1,0,531,"36"
1,1,10,1,0,390,"36"
1,1,10,1,0,399,"36"
1,1,10,1,0,454,"33"
1,3,10,5,0,594,"33"
1,4,-10,7,0,563,"36"
1,2,10,3,0,613,"33"
1,1,-10,0,0,1500,"0"
1,4,-10,7,0,514,"33"
1,1,-10,1,0,572,"33"
1,3,-10,6,0,956,"33"
1,4,10,7,0,598,"36"
1,4,-10,7,0,595,"33"
1,4,-10,0,0,1500,"0"
1,1,10,1,0,533,"36"
1,2,-10,4,0,644,"33"
1,2,10,4,0,678,"33"
1,1,10,1,0,582,"33"
1,1,-10,2,0,1043,"36"
1,3,10,5,0,595,"33"
1,1,-10,1,0,526,"36"
1,1,10,1,0,416,"36"
1,1,10,1,0,1334,"33"
1,2,-10,4,0,793,"36"
1,3,-10,5,0,607,"33"
1,4,-10,0,0,1500,"0"
1,2,-10,0,0,1500,"0"
1,2,10,4,0,417,"36"
1,3,-10,5,0,520,"33"
1,3,10,5,0,776,"33"
1,2,-10,4,0,786,"33"
1,4,-10,7,0,567,"33"
1,1,-10,1,0,450,"33"
1,1,-10,1,0,549,"36"
1,2,-10,4,0,529,"33"
1,3,10,6,0,1415,"36"
1,4,-10,8,0,357,"33"
1,2,-10,4,0,776,"36"
1,3,-10,6,0,533,"33"
1,1,-10,1,0,557,"36"
1,4,10,7,0,534,"36"
1,1,10,1,0,533,"36"
1,2,-10,4,0,515,"36"
1,1,-10,2,0,606,"36"
1,4,10,7,0,581,"33"
1,2,-10,4,0,597,"36"
1,4,-10,0,0,1500,"0"
1,3,-10,5,0,184,"36"
1,1,-10,1,0,443,"36"
1,3,-10,5,0,594,"33"
1,4,10,7,0,564,"36"
1,2,-10,4,0,536,"33"
1,3,10,5,0,513,"33"
1,2,-10,4,0,612,"33"
1,4,-10,0,0,1500,"0"
1,3,-10,0,0,1500,"0"
1,4,10,7,0,391,"33"
1,3,-10,6,0,392,"33"
1,3,10,5,0,750,"33"
1,1,-10,1,0,540,"33"
1,2,-10,4,0,682,"33"
1,3,10,5,0,541,"33"
1,1,10,1,0,571,"36"
1,3,10,5,0,579,"33"
1,2,-10,4,0,519,"36"
1,1,10,1,0,769,"33"
1,1,10,1,0,414,"36"
1,4,-10,7,0,596,"36"
1,3,-10,6,0,395,"33"
1,4,-10,7,0,467,"36"
1,3,-10,6,0,648,"33"
1,3,-10,0,0,1500,"0"
1,1,-10,1,0,473,"33"
1,4,-10,7,0,647,"33"
1,1,10,1,0,420,"33"
1,3,-10,5,0,738,"36"
1,1,-10,1,0,427,"33"
1,4,10,7,0,547,"36"
1,2,-10,4,0,562,"33"
1,4,-10,7,0,591,"36"
1,2,-10,4,0,591,"36"
1,2,10,4,0,578,"36"
1,3,-10,0,0,1500,"0"
1,4,-10,7,0,826,"36"
1,3,-10,6,0,593,"33"
1,2,-10,4,0,692,"33"
1,3,10,5,0,717,"33"
1,1,10,1,0,424,"36"
1,2,10,4,0,1086,"33"
1,3,10,5,0,912,"36"
1,4,-10,7,0,514,"36"
1,4,-10,7,0,511,"33"
1,2,10,4,0,725,"36"
1,4,-10,7,0,526,"33"
1,1,-10,0,0,1500,"0"
1,4,-10,0,0,1500,"0"
1,4,-10,0,0,1500,"0"
1,2,-10,4,0,434,"36"
1,4,10,7,0,442,"33"
1,1,10,1,0,673,"33"
1,3,10,5,0,101,"36"
1,2,-10,4,0,572,"36"
1,1,-10,1,0,540,"33"
1,2,-10,4,0,470,"36"
1,1,-10,1,0,409,"36"
1,2,-10,0,0,1500,"0"
2,3,-10,6,0,1207,"36"
2,2,10,4,0,834,"36"
2,3,-10,6,0,801,"36"
2,4,10,7,0,1077,"36"
2,2,-10,4,0,847,"33"
2,1,10,1,0,1065,"36"
2,1,10,1,0,572,"33"
2,3,10,5,0,997,"36"
2,2,10,3,0,666,"33"
2,4,10,7,0,967,"33"
2,2,10,3,0,672,"36"
2,4,10,7,0,1091,"36"
2,1,-10,1,0,619,"33"
2,3,-10,6,0,656,"36"
2,3,-10,5,0,1011,"36"
2,2,-10,3,0,696,"36"
2,1,-10,1,0,833,"33"
2,2,-10,4,0,787,"36"
2,1,10,1,0,498,"33"
2,3,10,5,0,683,"36"
2,2,10,3,0,713,"36"
2,4,-10,8,0,1160,"33"
2,4,10,7,0,583,"36"
2,4,-10,8,0,730,"36"
2,2,10,3,0,701,"33"
2,4,10,7,0,737,"36"
2,1,10,1,0,973,"36"
2,4,-10,7,0,1294,"33"
2,4,10,7,0,1278,"33"
2,3,10,5,0,785,"33"
2,2,10,3,0,602,"36"
2,3,10,5,0,744,"36"
2,3,10,5,0,647,"33"
2,3,-10,5,0,532,"33"
2,1,10,1,0,543,"36"
2,4,10,7,0,620,"36"
2,2,10,3,0,861,"36"
2,4,10,7,0,669,"33"
2,1,-10,1,0,593,"33"
2,3,10,5,0,642,"36"
2,2,-10,3,0,531,"33"
2,1,-10,1,0,557,"36"
2,3,10,5,0,670,"33"
2,1,10,1,0,582,"33"
2,4,10,7,0,597,"33"
2,1,-10,1,0,730,"33"
2,1,-10,1,0,593,"36"
2,2,10,3,0,761,"36"
2,4,-10,7,0,612,"36"
2,3,10,5,0,673,"33"
2,4,-10,8,0,748,"36"
2,3,10,5,0,613,"33"
2,2,10,3,0,542,"36"
2,3,10,5,0,561,"36"
2,1,-10,1,0,551,"33"
2,1,-10,1,0,559,"36"
2,3,10,5,0,608,"36"
2,4,10,8,0,979,"36"
2,1,10,1,0,661,"36"
2,2,10,3,0,805,"33"
2,1,10,1,0,567,"36"
2,3,-10,5,0,769,"33"
2,2,10,3,0,643,"36"
2,4,-10,7,0,686,"36"
2,4,10,7,0,694,"36"
2,4,-10,7,0,848,"33"
2,1,-10,1,0,590,"36"
2,1,10,1,0,681,"36"
2,2,10,3,0,943,"33"
2,2,-10,3,0,808,"36"
2,1,10,1,0,677,"33"
2,4,10,8,0,907,"33"
2,1,-10,2,1,866,"33"
2,3,10,5,0,553,"36"
2,1,10,1,0,876,"33"
2,3,-10,5,0,616,"36"
2,2,-10,4,0,774,"33"
2,3,10,5,0,849,"33"
2,3,10,5,0,707,"36"
2,2,10,4,0,608,"33"
2,3,10,5,0,778,"33"
2,1,-10,1,0,1017,"33"
2,2,10,3,0,580,"33"
2,3,10,5,0,786,"36"
2,4,10,7,0,682,"33"
2,1,-10,2,0,848,"36"
2,1,-10,1,0,688,"36"
2,2,10,3,0,789,"33"
2,4,-10,0,0,1500,"0"
2,2,10,3,0,778,"33"
2,2,-10,4,0,919,"36"
2,3,10,5,0,777,"36"
2,4,-10,7,0,698,"36"
2,4,10,8,0,960,"36"
2,4,10,8,0,1046,"33"
2,2,-10,3,0,1262,"33"
2,4,10,8,0,1334,"33"
2,1,-10,2,0,1079,"36"
2,1,-10,2,0,923,"36"
2,4,-10,8,0,955,"33"
2,4,10,7,0,1168,"36"
2,4,10,7,0,648,"36"
2,1,10,2,0,903,"36"
2,4,10,7,0,1210,"33"
2,2,-10,4,0,1310,"33"
2,3,10,5,0,1153,"33"
2,2,10,3,0,1109,"33"
2,3,-10,6,0,989,"33"
2,1,-10,2,0,915,"36"
2,1,-10,2,0,876,"36"
2,2,-10,4,0,628,"33"
2,3,10,5,0,754,"36"
2,3,10,5,0,686,"33"
2,1,-10,2,0,751,"36"
2,3,-10,5,0,759,"33"
2,4,10,7,0,902,"33"
2,3,10,5,0,687,"33"
2,2,-10,4,0,1017,"33"
2,4,10,7,0,646,"36"
2,2,-10,4,0,886,"36"
2,3,10,5,0,858,"36"
2,4,-10,7,0,902,"36"
2,3,-10,6,0,748,"33"
2,1,-10,2,0,825,"33"
2,1,-10,1,0,623,"36"
2,1,10,2,0,695,"36"
2,3,10,5,0,649,"33"
2,4,-10,7,0,788,"33"
2,1,10,2,0,609,"36"
2,2,-10,4,0,774,"36"
2,1,-10,2,0,568,"33"
2,3,10,5,0,722,"33"
2,1,10,2,0,711,"33"
2,2,-10,4,0,841,"33"
2,2,10,4,0,1120,"33"
2,4,10,7,0,992,"33"
2,3,-10,5,0,835,"33"
2,2,-10,4,0,677,"36"
2,3,10,5,0,602,"33"
2,2,-10,4,0,641,"36"
2,4,10,8,0,659,"33"
2,2,10,4,0,748,"33"
2,4,10,7,0,741,"36"
2,2,-10,4,0,808,"33"
2,1,10,2,0,672,"33"
2,4,-10,7,0,740,"36"
2,2,-10,4,0,708,"36"
2,1,10,2,0,644,"36"
2,2,-10,4,0,612,"33"
2,3,10,5,0,717,"36"
2,2,-10,4,0,823,"36"
2,1,10,2,0,607,"33"
2,4,-10,7,0,763,"33"
2,3,-10,5,0,1010,"36"
2,3,-10,5,0,872,"36"
2,3,10,5,0,686,"33"
2,2,-10,4,0,656,"36"
2,4,10,8,0,897,"33"
2,2,-10,4,0,658,"33"
2,2,10,3,0,796,"36"
2,1,10,2,0,912,"33"
2,4,-10,8,0,1259,"36"
2,3,-10,5,0,678,"33"
2,1,10,2,0,886,"33"
2,1,10,2,0,847,"36"
2,4,-10,7,0,872,"36"
2,1,-10,2,0,891,"33"
2,1,-10,1,0,850,"36"
2,4,10,7,0,749,"33"
2,3,10,5,0,839,"36"
2,4,-10,7,0,1201,"33"
2,4,-10,7,0,791,"36"
2,4,-10,7,0,787,"33"
2,1,-10,2,0,783,"36"
2,1,10,1,0,1040,"36"
2,4,10,8,0,1042,"36"
2,3,10,5,0,1134,"33"
2,2,-10,3,0,993,"33"
2,4,-10,8,0,993,"36"
2,3,-10,6,0,812,"33"
2,2,10,4,0,778,"36"
2,2,-10,4,0,641,"33"
2,3,-10,5,0,670,"36"
2,2,10,3,0,864,"33"
2,3,-10,6,0,1092,"33"
2,2,-10,4,0,690,"36"
2,3,10,5,0,856,"33"
2,1,10,1,0,1271,"36"
2,4,-10,7,0,936,"33"
2,1,-10,1,0,1109,"33"
2,3,-10,6,0,1067,"33"
2,2,10,3,0,1318,"36"
3,3,-10,6,0,660,"33"
3,4,10,8,0,634,"36"
3,2,10,3,0,773,"33"
3,4,-10,8,0,562,"36"
3,3,-10,5,0,660,"33"
3,3,-10,6,0,764,"36"
3,1,-10,1,0,396,"33"
3,4,-10,8,0,665,"36"
3,1,10,2,0,633,"33"
3,1,10,2,0,918,"33"
3,2,-10,4,0,806,"33"
3,3,10,5,0,643,"36"
3,1,-10,1,0,1074,"33"
3,3,-10,6,0,766,"36"
3,4,-10,8,0,874,"36"
3,3,10,6,0,677,"33"
3,2,-10,4,0,720,"33"
3,3,10,5,0,548,"36"
3,2,-10,4,0,667,"36"
3,1,10,1,0,760,"33"
3,1,10,1,0,447,"33"
3,4,-10,8,0,687,"33"
3,1,-10,2,0,680,"36"
3,4,10,8,0,653,"33"
3,4,-10,8,0,370,"33"
3,2,-10,4,0,413,"36"
3,4,10,7,0,387,"36"
3,1,10,1,0,485,"36"
3,2,10,3,0,453,"36"
3,3,10,6,0,482,"36"
3,2,-10,4,0,390,"36"
3,2,-10,3,0,419,"33"
3,2,10,4,0,276,"36"
3,4,10,7,1,952,"33"
3,3,10,5,0,704,"33"
3,4,10,7,0,708,"36"
3,3,-10,6,0,595,"33"
3,1,10,2,0,835,"36"
3,1,10,2,0,798,"33"
3,3,-10,6,0,631,"36"
3,3,-10,6,0,589,"33"
3,2,10,3,0,657,"36"
3,4,10,7,0,902,"36"
3,4,10,7,0,1498,"33"
3,2,-10,4,0,919,"33"
3,1,10,1,0,324,"36"
3,2,-10,4,0,599,"36"
3,1,-10,2,0,245,"33"
3,1,-10,1,1,1268,"33"
3,4,10,8,0,644,"36"
3,1,-10,2,0,908,"36"
3,3,-10,5,0,1002,"33"
3,4,10,8,0,327,"36"
3,4,-10,7,0,587,"36"
3,4,10,8,0,399,"33"
3,1,10,1,0,337,"33"
3,3,10,6,0,1008,"33"
3,3,-10,6,0,1112,"33"
3,2,-10,4,0,905,"36"
3,1,-10,2,0,456,"33"
3,2,-10,3,0,441,"36"
3,3,10,5,0,861,"36"
3,2,-10,4,0,598,"36"
3,3,10,5,0,400,"33"
3,2,-10,4,0,383,"33"
3,2,10,3,0,563,"36"
3,3,-10,5,0,938,"33"
3,2,-10,4,0,1062,"36"
3,4,10,7,0,723,"33"
3,1,10,1,0,581,"36"
3,2,10,3,0,615,"36"
3,2,-10,3,0,532,"36"
3,2,10,3,0,581,"36"
3,4,-10,7,0,765,"36"
3,3,-10,6,0,718,"33"
3,1,10,1,0,692,"33"
3,4,-10,7,0,855,"33"
3,1,-10,1,0,618,"36"
3,4,10,8,0,571,"33"
3,4,-10,8,0,896,"33"
3,1,-10,1,0,331,"36"
3,4,10,8,0,349,"33"
3,4,-10,7,0,508,"33"
3,2,10,3,0,542,"36"
3,1,-10,1,0,440,"33"
3,3,10,5,0,443,"36"
3,3,-10,5,0,637,"36"
3,1,10,2,0,626,"33"
3,3,10,5,0,443,"33"
3,1,-10,2,0,778,"36"
3,2,-10,4,0,947,"36"
3,4,-10,7,1,840,"33"
3,1,-10,1,0,798,"36"
3,3,10,5,0,897,"33"
3,2,10,4,0,815,"36"
3,3,10,5,0,1074,"33"
3,3,-10,5,0,472,"33"
3,1,-10,2,0,651,"36"
3,4,-10,8,0,765,"33"
3,1,10,2,0,362,"33"
3,4,10,7,0,1043,"36"
3,3,10,6,0,609,"36"
3,2,10,4,0,794,"36"
3,3,-10,6,0,1103,"33"
3,1,-10,1,0,1343,"33"
3,1,-10,2,0,311,"36"
3,4,-10,8,0,269,"33"
3,2,10,3,0,1036,"33"
3,4,10,7,0,798,"33"
3,2,-10,4,0,857,"33"
3,3,10,5,0,674,"36"
3,1,-10,2,0,723,"36"
3,1,-10,2,0,942,"33"
3,3,10,5,0,438,"33"
3,4,-10,7,0,919,"33"
3,1,-10,1,0,1017,"33"
3,4,-10,7,0,463,"36"
3,2,-10,4,0,411,"33"
3,4,-10,8,0,364,"33"
3,3,-10,6,0,704,"36"
3,4,10,8,0,315,"33"
3,3,10,5,0,535,"33"
3,2,10,3,0,744,"33"
3,1,10,1,0,753,"33"
3,2,-10,4,0,505,"33"
3,3,10,5,0,387,"36"
3,1,-10,2,0,310,"36"
3,4,10,7,0,429,"33"
3,2,-10,4,0,322,"33"
3,1,10,1,0,351,"36"
3,2,10,3,0,434,"33"
3,4,-10,8,0,337,"36"
3,2,-10,4,0,461,"33"
3,1,-10,1,0,685,"36"
3,1,-10,2,0,357,"33"
3,2,-10,4,0,441,"36"
3,2,-10,3,0,278,"33"
3,3,-10,6,0,548,"33"
3,3,10,6,0,315,"36"
3,4,10,7,0,373,"36"
3,4,10,7,0,312,"36"
3,3,-10,6,0,561,"36"
3,3,-10,6,0,504,"33"
3,2,10,4,1,342,"36"
3,2,-10,4,0,636,"33"
3,4,-10,7,0,775,"36"
3,4,-10,7,0,537,"33"
3,3,-10,6,0,335,"33"
3,3,-10,5,0,976,"36"
3,2,10,3,0,758,"33"
3,3,10,6,0,1265,"36"
3,1,10,1,0,1333,"33"
3,2,-10,4,0,899,"33"
3,3,10,6,0,917,"33"
3,2,10,3,0,805,"36"
3,4,10,8,0,1014,"36"
3,3,-10,6,0,1078,"33"
3,3,-10,6,0,760,"36"
3,1,10,1,0,291,"33"
3,3,10,5,0,1279,"36"
3,1,10,1,0,946,"36"
3,3,-10,0,0,1500,"0"
3,1,10,1,0,869,"33"
3,1,-10,1,0,595,"33"
3,2,-10,3,0,428,"36"
3,4,10,8,0,250,"36"
3,2,-10,3,0,636,"33"
3,1,-10,1,0,795,"36"
3,3,-10,5,0,305,"33"
3,3,-10,6,0,636,"36"
3,4,10,8,0,342,"33"
3,4,-10,7,0,466,"33"
3,4,10,8,0,841,"36"
3,2,-10,4,0,583,"36"
3,2,-10,4,0,547,"33"
3,2,-10,4,0,389,"36"
3,4,-10,7,0,407,"33"
3,1,10,2,0,195,"33"
3,3,10,6,0,269,"33"
3,1,-10,1,0,262,"36"
3,4,10,8,0,255,"33"
3,3,10,5,1,565,"33"
3,4,10,8,0,618,"33"
3,4,-10,7,0,596,"33"
3,2,10,4,0,343,"33"
3,1,10,1,0,307,"36"
3,2,10,3,0,330,"33"
3,1,10,2,0,328,"33"
3,4,-10,8,0,1010,"36"
3,1,-10,1,0,717,"33"
3,2,-10,4,0,398,"33"
3,1,10,1,0,306,"36"
4,2,10,3,0,1169,"36"
4,4,-10,8,0,1329,"36"
4,2,10,3,0,1215,"33"
4,2,10,3,0,669,"33"
4,3,10,5,0,969,"33"
4,2,10,3,0,689,"36"
4,1,-10,1,0,1087,"33"
4,1,10,2,0,849,"36"
4,1,-10,2,0,891,"36"
4,4,10,7,0,1265,"33"
4,2,10,3,0,999,"36"
4,4,-10,8,0,1217,"36"
4,4,10,8,0,955,"33"
4,3,10,5,0,873,"36"
4,2,10,3,0,759,"33"
4,3,-10,5,0,1445,"36"
4,2,-10,0,0,1500,"0"
4,3,10,5,0,779,"36"
4,2,10,3,0,759,"33"
4,4,-10,8,0,907,"36"
4,3,10,5,0,917,"33"
4,1,-10,1,0,789,"33"
4,2,10,3,0,673,"33"
4,1,10,1,0,957,"36"
4,2,10,3,0,885,"36"
4,4,-10,8,0,883,"36"
4,1,-10,2,0,1077,"33"
4,3,10,5,0,813,"33"
4,2,10,3,0,889,"36"
4,1,10,1,0,847,"36"
4,3,10,5,0,975,"33"
4,4,-10,8,0,1093,"33"
4,4,10,7,0,885,"33"
4,4,10,7,0,755,"33"
4,3,10,5,0,967,"36"
4,3,10,5,0,1001,"33"
4,1,-10,1,0,759,"36"
4,1,-10,1,0,731,"36"
4,4,10,7,0,1089,"36"
4,2,-10,3,0,1063,"36"
4,4,10,7,0,1101,"36"
4,4,10,7,0,547,"36"
4,3,10,5,0,987,"33"
4,3,-10,5,0,905,"33"
4,3,10,5,0,991,"36"
4,1,10,1,0,1009,"33"
4,1,-10,1,0,781,"36"
4,1,10,1,0,711,"33"
4,4,-10,7,0,979,"36"
4,2,-10,0,0,1500,"0"
4,4,-10,7,0,831,"36"
4,3,10,5,0,937,"36"
4,4,-10,7,0,873,"36"
4,1,10,1,0,813,"33"
4,4,-10,7,0,1113,"33"
4,4,-10,8,0,1301,"33"
4,3,10,5,0,1003,"33"
4,1,-10,1,0,807,"33"
4,4,10,8,0,1253,"33"
4,4,10,8,0,963,"36"
4,2,-10,3,0,941,"33"
4,2,-10,3,0,859,"33"
4,2,10,3,0,889,"33"
4,1,-10,2,0,1095,"33"
4,1,10,1,0,1109,"36"
4,2,10,3,0,1143,"36"
4,3,10,5,0,1051,"36"
4,3,-10,5,0,709,"36"
4,3,10,5,0,1027,"36"
4,1,10,2,0,1283,"33"
4,1,-10,1,0,1035,"33"
4,3,10,5,0,881,"36"
4,2,10,3,0,1133,"36"
4,2,-10,4,0,857,"33"
4,3,-10,5,0,797,"36"
4,3,-10,5,0,725,"33"
4,1,-10,1,0,943,"36"
4,1,-10,1,0,997,"36"
4,2,10,3,0,843,"33"
4,1,10,1,0,765,"33"
4,1,-10,1,0,549,"33"
4,4,10,7,0,1139,"33"
4,3,-10,5,0,823,"36"
4,3,-10,6,0,1161,"36"
4,1,-10,1,0,619,"33"
4,1,10,1,0,811,"36"
4,4,-10,7,0,1161,"36"
4,2,-10,3,0,963,"36"
4,2,10,3,0,1107,"36"
4,4,-10,7,0,1151,"36"
4,4,-10,7,0,733,"33"
4,3,10,5,0,921,"33"
4,2,10,3,0,1053,"33"
4,4,10,8,0,1059,"36"
4,2,-10,3,0,711,"33"
4,3,10,5,0,801,"33"
4,1,10,2,0,912,"36"
4,3,-10,5,0,1244,"36"
4,3,-10,6,0,1158,"36"
4,2,10,3,0,1028,"33"
4,4,-10,8,0,788,"36"
4,4,10,7,0,1218,"36"
4,2,-10,4,0,1303,"36"
4,1,10,2,0,602,"33"
4,1,10,2,0,1034,"36"
4,2,-10,4,0,1094,"33"
4,4,10,8,0,1186,"33"
4,2,10,3,0,1324,"33"
4,3,-10,6,0,1276,"36"
4,4,10,8,0,966,"33"
4,4,-10,8,0,908,"36"
4,4,-10,8,0,610,"36"
4,3,10,5,0,1118,"33"
4,4,-10,8,0,1426,"36"
4,3,-10,5,0,1214,"36"
4,1,10,2,0,776,"36"
4,2,-10,3,0,766,"33"
4,3,10,5,0,1196,"33"
4,4,-10,8,0,856,"36"
4,2,10,3,0,930,"33"
4,3,10,5,0,868,"33"
4,4,-10,8,0,992,"33"
4,1,-10,2,0,670,"33"
4,2,-10,4,0,1078,"36"
4,3,-10,5,0,1004,"33"
4,3,-10,6,0,1044,"36"
4,2,-10,4,0,1090,"36"
4,2,-10,3,0,1198,"36"
4,1,10,2,0,670,"33"
4,2,10,3,0,988,"36"
4,3,10,6,0,1108,"33"
4,4,-10,7,0,1310,"36"
4,4,10,7,0,1020,"36"
4,1,-10,2,0,494,"33"
4,2,10,3,0,1108,"36"
4,1,-10,1,0,988,"33"
4,1,-10,2,0,1190,"36"
4,3,-10,6,0,1228,"36"
4,1,-10,0,0,1500,"0"
4,2,-10,4,0,832,"36"
4,4,10,7,0,1154,"36"
4,3,10,6,0,860,"33"
4,1,10,2,0,724,"33"
4,1,10,2,0,514,"33"
4,1,-10,2,0,556,"33"
4,4,10,8,0,826,"36"
4,3,-10,6,0,854,"36"
4,3,10,5,0,832,"33"
4,4,-10,7,0,1100,"36"
4,1,-10,2,0,1214,"36"
4,1,10,1,0,964,"36"
4,4,-10,8,0,1064,"36"
4,2,10,3,0,972,"36"
4,3,-10,6,0,712,"33"
4,3,-10,5,0,1196,"33"
4,2,10,3,0,850,"33"
4,1,10,1,0,1224,"33"
4,2,-10,3,0,878,"36"
4,4,-10,7,0,874,"33"
4,1,10,2,0,1116,"33"
4,2,10,3,0,986,"33"
4,1,-10,2,0,966,"33"
4,2,-10,4,0,1158,"36"
4,4,10,8,0,970,"36"
4,2,-10,4,0,1384,"33"
4,1,10,1,0,1150,"33"
4,1,-10,1,0,786,"33"
4,1,-10,1,0,1340,"33"
4,4,-10,7,0,860,"36"
4,2,10,3,0,1334,"33"
4,1,10,2,0,1196,"36"
4,2,10,4,0,820,"33"
4,3,10,5,0,1090,"36"
4,4,10,7,0,1088,"33"
4,3,-10,5,0,1148,"36"
4,4,10,8,0,803,"33"
4,3,10,5,0,1057,"36"
4,3,-10,6,0,1023,"36"
4,1,-10,2,0,765,"33"
4,4,10,8,0,1041,"33"
4,2,10,3,0,805,"36"
4,1,10,2,0,815,"33"
4,3,-10,5,0,1173,"36"
4,2,10,3,0,1111,"36"
4,2,10,3,0,889,"36"
4,3,10,5,0,1211,"36"
4,3,10,6,0,875,"33"
4,4,10,8,0,743,"33"
4,3,10,5,0,801,"36"
4,2,-10,4,0,987,"33"
4,4,10,8,0,727,"36"
4,4,10,8,0,574,"36"
5,4,-10,8,0,343,"36"
5,1,-10,2,0,703,"36"
5,2,10,4,0,406,"33"
5,4,10,7,0,488,"36"
5,3,-10,5,0,452,"33"
5,4,10,7,0,348,"36"
5,3,-10,6,0,650,"33"
5,2,-10,4,0,409,"36"
5,3,10,5,0,347,"33"
5,1,-10,1,0,288,"36"
5,2,-10,4,0,404,"36"
5,4,-10,8,0,328,"33"
5,1,-10,1,0,305,"33"
5,2,-10,4,0,147,"36"
5,1,10,2,0,217,"36"
5,3,-10,6,0,348,"33"
5,4,10,7,0,273,"33"
5,1,-10,1,0,205,"36"
5,3,-10,6,0,215,"36"
5,4,-10,8,0,327,"33"
5,3,-10,6,0,253,"36"
5,3,10,5,0,241,"36"
5,3,10,5,0,343,"33"
5,1,-10,1,0,411,"36"
5,3,10,5,0,406,"33"
5,2,10,3,0,284,"36"
5,2,-10,3,0,424,"33"
5,1,-10,2,0,589,"33"
5,3,-10,6,0,244,"36"
5,2,10,3,0,234,"36"
5,1,-10,2,0,407,"33"
5,2,10,3,0,299,"33"
5,4,-10,8,0,259,"36"
5,1,10,1,0,512,"33"
5,2,10,3,0,526,"33"
5,2,10,3,0,584,"36"
5,4,10,7,0,944,"33"
5,4,10,7,0,545,"33"
5,2,10,3,0,854,"36"
5,1,-10,1,0,674,"33"
5,3,-10,6,0,916,"36"
5,2,-10,3,0,754,"33"
5,4,10,7,0,859,"36"
5,1,10,1,0,652,"36"
5,1,-10,2,0,1042,"36"
5,4,-10,7,0,926,"33"
5,3,-10,6,0,347,"36"
5,4,-10,8,0,223,"36"
5,1,-10,1,0,262,"33"
5,3,10,6,0,242,"33"
5,4,10,8,0,250,"36"
5,3,-10,6,0,422,"36"
5,2,-10,4,0,297,"33"
5,2,10,3,0,149,"33"
5,1,-10,1,0,301,"36"
5,2,10,3,0,233,"36"
5,4,10,8,0,324,"33"
5,3,-10,6,0,536,"33"
5,3,10,6,0,241,"36"
5,4,-10,7,0,235,"36"
5,4,-10,8,0,282,"33"
5,1,10,1,0,515,"36"
5,1,10,1,0,761,"33"
5,2,-10,4,0,538,"36"
5,2,10,3,0,644,"33"
5,2,10,3,0,866,"36"
5,4,-10,7,0,1048,"33"
5,4,-10,7,0,1079,"33"
