"subjectid","type","reward","choice","false_start","rt","key"
41,1,-10,1,0,506,"36"
41,4,10,8,0,489,"36"
41,4,10,7,0,831,"33"
41,1,-10,1,0,901,"33"
41,3,10,6,0,512,"36"
41,1,-10,1,0,766,"36"
41,1,10,2,0,669,"33"
41,3,10,6,0,603,"36"
41,3,-10,6,0,658,"36"
41,4,-10,7,0,657,"36"
41,2,10,4,0,391,"33"
41,1,-10,2,0,406,"36"
41,3,10,5,0,645,"36"
41,4,-10,8,0,753,"33"
41,4,-10,8,0,652,"36"
41,2,-10,4,0,609,"36"
41,2,10,3,0,744,"36"
41,1,10,1,0,623,"33"
41,2,-10,4,0,645,"33"
41,1,-10,1,0,644,"36"
41,1,-10,1,0,562,"36"
41,2,-10,4,0,833,"33"
41,1,10,1,0,698,"33"
41,2,-10,4,0,657,"36"
41,1,-10,1,0,640,"36"
41,3,10,6,0,607,"33"
41,3,10,6,0,429,"33"
41,3,-10,6,0,652,"36"
41,1,-10,1,0,555,"36"
41,4,10,7,1,593,"36"
41,3,10,5,0,852,"33"
41,2,-10,4,0,635,"33"
41,3,-10,6,0,657,"33"
41,3,10,6,0,1048,"36"
41,4,-10,8,0,686,"36"
41,4,-10,8,0,509,"36"
41,3,-10,6,0,895,"33"
41,2,10,3,1,674,"36"
41,4,-10,8,0,560,"36"
41,1,10,2,1,531,"36"
41,1,10,2,0,641,"33"
41,3,-10,6,0,575,"36"
41,4,10,7,0,709,"36"
41,1,-10,2,0,805,"36"
41,1,10,2,0,507,"36"
41,2,10,4,0,569,"36"
41,3,10,6,0,688,"33"
41,2,-10,3,0,726,"36"
41,3,10,5,0,608,"36"
41,4,-10,7,0,551,"36"
41,2,-10,3,0,517,"36"
41,3,-10,6,0,732,"33"
41,1,10,2,0,635,"36"
41,2,10,3,0,784,"36"
41,4,-10,8,0,679,"36"
41,2,10,3,0,677,"36"
41,4,-10,7,0,1096,"36"
41,4,10,7,0,1134,"33"
41,3,-10,6,0,677,"36"
41,1,10,2,0,684,"36"
41,4,10,7,0,1042,"36"
41,2,10,4,0,657,"36"
41,1,-10,2,0,927,"36"
41,2,-10,4,0,518,"36"
41,2,10,3,0,949,"33"
41,1,10,2,0,967,"33"
41,2,-10,4,0,541,"36"
41,2,10,3,0,331,"33"
41,3,10,5,0,665,"36"
41,1,-10,2,0,720,"33"
41,1,-10,2,0,662,"36"
41,1,10,2,0,658,"33"
41,3,10,5,0,684,"36"
41,1,-10,2,0,638,"36"
41,3,-10,6,0,477,"36"
41,4,-10,7,0,515,"33"
41,1,-10,2,0,866,"33"
41,4,-10,7,0,689,"36"
41,4,10,8,0,1039,"33"
41,1,10,1,0,1134,"33"
41,3,10,6,0,864,"33"
41,2,-10,3,0,979,"33"
41,4,10,8,0,1373,"33"
41,3,-10,6,0,748,"36"
41,2,-10,4,0,747,"36"
41,3,-10,6,0,825,"36"
41,4,-10,7,0,775,"36"
41,4,10,8,0,678,"36"
41,4,10,8,0,1037,"36"
41,4,-10,8,0,867,"33"
41,3,-10,5,0,614,"33"
41,1,-10,2,0,724,"33"
41,1,-10,2,0,611,"33"
41,4,-10,7,0,481,"33"
41,1,10,1,0,590,"36"
41,3,-10,6,0,774,"36"
41,3,-10,5,0,460,"36"
41,4,10,7,0,299,"33"
41,2,10,4,0,549,"36"
41,2,-10,4,0,540,"36"
41,1,10,2,0,914,"36"
41,2,-10,4,0,585,"33"
41,2,-10,4,0,687,"33"
41,3,10,5,0,1197,"33"
41,3,10,5,0,715,"36"
41,4,10,8,0,811,"36"
41,4,-10,8,0,817,"33"
41,3,-10,6,0,619,"36"
41,2,-10,4,0,729,"33"
42,1,-10,2,0,753,"36"
42,4,10,7,0,706,"33"
42,2,-10,4,0,709,"36"
42,2,10,4,0,817,"33"
42,2,-10,4,0,846,"33"
42,4,10,7,0,950,"33"
42,2,10,3,0,847,"33"
42,4,-10,8,0,926,"33"
42,2,10,3,0,907,"33"
42,3,10,5,0,591,"36"
42,2,-10,3,0,764,"33"
42,1,-10,1,0,819,"33"
42,1,10,1,0,882,"36"
42,2,10,3,0,792,"33"
42,1,-10,1,0,1229,"36"
42,1,-10,2,0,636,"33"
42,1,-10,0,0,1500,"0"
42,3,-10,6,0,488,"33"
42,4,10,7,0,539,"36"
42,3,10,5,0,636,"33"
42,4,10,8,0,655,"33"
42,4,10,7,0,587,"33"
42,2,10,3,0,902,"33"
42,1,-10,2,0,764,"36"
42,1,10,1,0,532,"33"
42,1,-10,1,0,577,"33"
42,4,-10,7,0,811,"36"
42,3,-10,6,0,591,"33"
42,4,10,7,0,817,"36"
42,1,10,2,0,837,"36"
42,3,-10,6,0,706,"36"
42,3,10,5,0,712,"33"
42,1,10,2,0,704,"33"
42,2,10,3,0,657,"36"
42,3,-10,6,0,575,"33"
42,2,10,3,0,726,"36"
42,2,10,3,0,517,"36"
42,1,-10,1,0,867,"36"
42,4,-10,8,0,816,"36"
42,4,10,7,0,744,"36"
42,2,-10,3,0,662,"33"
42,3,-10,6,0,800,"33"
42,3,10,5,0,693,"33"
42,3,-10,5,0,791,"33"
42,3,10,5,0,679,"36"
42,4,10,7,0,1039,"33"
42,3,10,5,0,789,"33"
42,4,-10,8,0,637,"33"
42,4,-10,7,0,564,"36"
42,1,10,1,0,713,"33"
42,1,-10,1,0,631,"36"
42,3,-10,5,0,779,"33"
42,1,-10,2,0,767,"33"
42,2,-10,3,0,841,"33"
42,1,10,1,0,1070,"36"
42,4,-10,7,0,686,"33"
42,2,10,3,0,569,"36"
42,3,10,5,0,663,"36"
42,2,10,3,0,606,"36"
42,4,10,8,0,719,"36"
42,1,-10,2,0,767,"33"
42,3,10,5,0,826,"33"
42,3,10,5,0,734,"33"
42,4,10,8,0,772,"33"
42,2,10,3,0,588,"36"
42,4,10,8,0,772,"36"
42,2,10,3,0,698,"33"
42,2,10,3,0,797,"36"
42,3,10,5,0,1267,"33"
42,3,-10,5,0,768,"33"
42,4,10,7,0,766,"36"
42,1,10,2,0,820,"33"
42,3,10,5,0,632,"36"
42,3,-10,5,0,856,"33"
42,4,10,8,0,708,"36"
42,3,10,5,0,933,"36"
42,2,10,3,0,704,"33"
42,1,10,2,0,828,"36"
42,1,-10,2,0,565,"36"
42,2,-10,3,0,670,"36"
42,4,-10,7,0,963,"33"
42,2,10,3,0,615,"33"
42,2,10,3,0,530,"36"
42,2,-10,3,0,563,"36"
42,1,10,2,0,868,"33"
42,1,10,2,0,519,"36"
42,4,-10,7,0,648,"36"
42,2,-10,3,0,631,"33"
42,4,10,8,0,649,"36"
42,1,-10,2,0,637,"36"
42,3,-10,5,0,846,"36"
42,4,10,8,0,648,"33"
42,3,10,5,0,581,"36"
42,4,-10,7,0,715,"33"
42,3,10,5,0,537,"36"
42,1,10,2,0,600,"33"
42,3,-10,6,0,905,"36"
42,1,10,1,0,667,"33"
42,2,10,3,0,610,"36"
42,1,10,2,0,885,"33"
42,4,-10,8,0,741,"33"
42,4,10,7,0,689,"36"
42,1,-10,2,0,675,"33"
42,3,-10,6,0,648,"33"
42,2,-10,4,0,701,"33"
42,1,-10,2,0,920,"36"
42,1,-10,1,0,1119,"36"
42,1,-10,2,0,1158,"36"
42,2,-10,4,0,673,"33"
42,3,-10,6,0,842,"33"
42,3,10,6,0,810,"33"
42,4,-10,7,0,708,"33"
42,2,10,3,0,972,"36"
42,3,10,5,0,704,"33"
42,1,-10,1,0,893,"36"
42,2,10,4,0,769,"33"
42,2,-10,4,0,762,"33"
42,4,10,7,0,765,"36"
42,1,10,2,0,853,"36"
42,2,10,3,0,821,"36"
42,3,10,6,0,955,"33"
42,1,10,1,0,858,"36"
42,3,-10,5,0,635,"33"
42,4,-10,8,0,738,"33"
42,4,10,7,0,973,"33"
42,1,10,1,0,674,"36"
42,3,10,5,0,708,"36"
42,2,10,3,0,776,"33"
42,1,10,1,0,598,"36"
42,4,-10,8,0,923,"33"
42,3,10,5,0,820,"33"
42,3,10,5,0,597,"33"
42,4,-10,8,0,952,"33"
42,4,-10,8,0,644,"36"
42,3,10,5,0,918,"36"
42,4,-10,8,0,957,"33"
42,4,10,7,0,724,"33"
42,2,-10,4,0,938,"36"
42,2,10,3,0,564,"33"
42,3,-10,6,0,909,"33"
42,2,-10,4,0,706,"33"
42,2,10,3,0,739,"33"
42,4,-10,8,0,763,"36"
42,1,-10,1,0,645,"33"
42,1,10,1,0,558,"33"
42,4,-10,7,0,727,"33"
42,1,-10,1,0,584,"36"
42,1,-10,1,0,582,"33"
42,4,10,8,0,746,"36"
42,1,10,2,0,594,"36"
42,2,10,3,0,912,"36"
42,4,10,8,0,714,"33"
42,3,-10,6,0,918,"36"
42,4,-10,8,0,891,"33"
42,3,10,5,0,723,"33"
42,2,-10,4,0,726,"36"
42,3,10,5,0,790,"33"
42,1,-10,2,0,843,"36"
42,4,10,8,0,715,"36"
42,2,-10,3,0,889,"36"
42,3,-10,5,0,555,"33"
42,1,-10,2,0,725,"36"
42,4,10,8,0,778,"36"
42,2,10,3,0,701,"33"
42,4,10,8,0,523,"33"
42,2,-10,3,0,617,"33"
42,2,10,3,0,941,"33"
42,3,10,5,0,794,"36"
42,2,-10,3,0,616,"33"
42,3,10,5,0,614,"36"
42,2,10,3,0,676,"33"
42,2,10,3,0,764,"33"
42,1,10,2,0,702,"36"
42,4,10,8,0,717,"36"
42,1,-10,2,0,737,"33"
42,1,-10,1,0,868,"36"
42,3,10,5,0,748,"36"
42,1,-10,2,0,829,"33"
42,3,-10,5,0,832,"33"
42,2,-10,4,0,923,"36"
42,4,-10,8,0,734,"33"
42,2,-10,3,0,1062,"36"
42,3,10,5,0,814,"33"
42,2,-10,3,0,727,"36"
42,4,10,8,0,1046,"36"
42,3,-10,5,0,834,"33"
42,1,10,2,0,997,"33"
42,4,10,7,0,1026,"36"
42,3,-10,5,0,632,"36"
42,4,-10,7,0,841,"33"
42,3,-10,5,0,633,"36"
42,1,-10,2,0,848,"36"
43,1,10,1,0,774,"33"
43,3,-10,5,0,1087,"36"
43,4,-10,8,0,870,"33"
43,3,-10,6,0,1135,"36"
43,2,-10,0,0,1500,"0"
43,1,10,2,0,923,"33"
43,4,10,7,0,622,"33"
43,4,10,7,0,981,"33"
43,3,10,5,0,995,"36"
43,3,10,5,0,1214,"33"
43,3,10,5,0,1107,"36"
43,4,10,7,0,808,"36"
43,4,-10,7,0,842,"33"
43,3,10,5,0,1050,"33"
43,1,10,1,0,885,"36"
43,1,-10,1,0,873,"33"
43,2,10,3,0,969,"33"
43,2,10,3,0,989,"33"
43,2,10,3,0,918,"33"
43,2,10,3,0,1071,"36"
43,1,10,2,0,1195,"33"
43,4,10,7,0,850,"33"
43,4,10,7,0,891,"36"
43,1,10,2,0,1074,"36"
43,1,-10,2,0,699,"33"
43,1,-10,1,0,942,"33"
43,2,10,3,0,936,"33"
43,4,10,7,0,761,"36"
43,4,-10,8,0,1015,"36"
43,3,10,5,0,959,"33"
43,3,10,5,0,1013,"36"
43,2,10,3,0,1023,"33"
43,2,10,3,0,987,"36"
43,4,10,7,0,791,"36"
43,4,-10,7,0,796,"33"
43,1,10,1,0,1034,"36"
43,1,-10,2,0,1444,"33"
43,3,10,5,0,738,"36"
43,2,10,3,0,827,"36"
43,2,10,3,0,747,"33"
43,3,-10,5,0,821,"36"
43,3,-10,0,0,1500,"0"
43,1,-10,1,0,998,"33"
43,4,10,7,0,696,"36"
43,3,-10,5,0,966,"33"
43,2,10,3,0,771,"36"
43,2,-10,3,0,895,"36"
43,1,10,1,0,1122,"36"
43,1,10,1,0,916,"36"
43,4,-10,7,0,736,"36"
43,2,10,3,0,1005,"33"
43,1,-10,2,0,786,"36"
43,1,10,1,0,1241,"33"
43,2,10,3,0,879,"36"
43,3,10,6,0,1143,"36"
43,1,-10,1,0,1122,"36"
43,2,10,3,0,816,"36"
43,3,-10,6,0,829,"33"
43,1,-10,2,0,1034,"33"
43,3,10,6,0,799,"36"
43,4,-10,7,0,928,"36"
43,2,-10,3,0,753,"33"
43,1,10,2,0,714,"36"
43,4,10,8,0,1187,"33"
43,1,-10,2,0,954,"33"
43,3,-10,6,0,1007,"33"
43,2,10,3,0,723,"36"
43,4,10,7,0,907,"33"
43,3,-10,6,0,991,"33"
43,4,10,8,0,965,"33"
43,1,-10,2,0,984,"33"
43,3,10,6,0,782,"36"
43,3,-10,5,0,1140,"33"
43,3,-10,6,0,795,"33"
43,2,10,3,0,765,"33"
43,1,10,2,0,689,"36"
43,4,-10,7,0,963,"33"
43,2,-10,3,0,1058,"36"
43,4,-10,7,0,649,"36"
43,3,-10,6,0,805,"36"
43,3,-10,6,0,753,"33"
43,2,10,3,0,863,"33"
43,2,10,3,0,1137,"33"
43,4,10,8,0,815,"33"
43,4,10,8,0,884,"36"
43,1,-10,1,0,1024,"33"
43,1,-10,2,0,658,"36"
43,3,-10,6,0,857,"33"
43,2,10,3,0,852,"33"
43,3,-10,6,0,825,"36"
43,4,10,8,0,870,"36"
43,4,10,8,0,1020,"36"
43,2,-10,4,0,1064,"33"
43,4,10,8,0,723,"36"
43,2,-10,3,0,892,"36"
43,1,10,2,0,1191,"36"
43,2,10,3,0,993,"33"
43,1,-10,2,0,1467,"36"
43,2,-10,3,0,961,"33"
43,1,-10,1,0,796,"36"
43,2,10,4,0,1165,"33"
43,2,-10,4,0,814,"33"
43,3,-10,6,0,1067,"36"
43,4,-10,8,0,1491,"36"
43,3,10,6,0,942,"33"
43,2,10,3,0,1095,"36"
43,3,10,5,0,1088,"33"
43,4,-10,8,0,1074,"36"
43,3,10,5,0,1246,"36"
43,4,-10,7,0,1135,"33"
43,3,10,5,0,1110,"36"
43,1,10,1,0,984,"36"
43,4,10,7,0,1323,"36"
43,3,10,5,0,1251,"33"
43,3,10,5,0,1216,"36"
43,3,-10,5,0,1183,"36"
43,3,-10,0,0,1500,"0"
43,1,10,1,0,731,"33"
43,2,-10,4,0,925,"36"
43,1,10,1,0,756,"33"
43,2,10,3,0,595,"33"
43,3,10,5,0,811,"36"
43,3,10,5,0,769,"33"
43,1,-10,1,0,842,"33"
43,2,-10,4,0,882,"33"
43,1,10,2,0,870,"33"
43,4,10,7,0,920,"36"
43,1,10,2,0,928,"36"
43,4,10,7,0,949,"36"
43,3,10,5,0,916,"36"
43,2,10,4,0,767,"36"
43,4,10,7,0,770,"33"
43,4,10,7,0,882,"36"
43,1,-10,1,0,789,"36"
43,4,10,8,0,653,"36"
43,1,10,2,0,1157,"36"
43,4,-10,7,0,827,"33"
43,4,-10,8,0,1032,"33"
43,4,-10,8,0,1239,"33"
43,2,-10,4,0,1120,"36"
43,2,-10,4,0,1132,"33"
43,2,-10,4,0,827,"36"
43,1,-10,2,0,991,"36"
43,1,-10,1,0,625,"33"
43,2,-10,3,0,946,"36"
43,1,-10,2,0,881,"33"
43,3,10,5,0,887,"33"
43,4,10,8,0,962,"33"
43,4,10,8,0,952,"36"
43,2,10,3,0,1135,"33"
43,2,-10,3,0,785,"36"
43,2,10,4,0,1088,"33"
43,4,-10,7,0,1122,"33"
43,3,-10,6,0,1191,"33"
43,2,10,3,0,1185,"33"
43,1,10,1,0,1130,"36"
43,4,10,8,0,1060,"36"
43,2,-10,4,0,829,"36"
43,3,-10,6,0,1073,"33"
43,3,-10,6,0,1176,"33"
43,4,-10,8,0,1017,"36"
43,3,-10,5,0,1074,"33"
43,1,10,1,0,1069,"36"
43,2,-10,4,0,702,"36"
43,4,10,8,0,1206,"36"
43,4,-10,8,0,611,"36"
43,2,10,3,0,1002,"36"
43,2,-10,3,0,765,"36"
43,4,10,8,0,899,"33"
43,3,10,6,0,1023,"36"
43,3,-10,6,0,1016,"36"
43,1,-10,2,0,925,"36"
43,4,10,8,0,1059,"33"
43,1,-10,2,0,1285,"33"
43,2,10,3,0,734,"36"
43,3,-10,6,0,893,"36"
43,1,10,1,0,928,"36"
43,1,-10,1,0,852,"36"
43,4,10,8,0,1025,"33"
43,4,10,8,0,684,"33"
43,2,10,3,0,948,"33"
43,3,10,5,0,1007,"33"
43,2,-10,4,0,1036,"33"
43,4,10,8,0,837,"33"
43,3,-10,6,0,927,"36"
43,1,10,2,0,907,"33"
43,1,-10,2,0,859,"36"
43,1,10,2,0,1316,"36"
43,3,-10,5,0,1102,"36"
43,1,-10,2,0,900,"36"
43,3,10,5,0,1294,"36"
43,1,-10,1,0,924,"36"
44,2,10,3,0,1110,"36"
44,2,-10,4,0,507,"36"
44,4,-10,8,0,720,"33"
44,1,10,1,0,917,"36"
44,2,-10,4,0,779,"36"
44,3,10,6,0,551,"36"
44,4,-10,8,0,548,"33"
44,1,10,1,0,474,"36"
44,4,-10,8,0,727,"36"
44,2,10,3,0,652,"36"
44,3,-10,5,0,521,"36"
44,1,-10,2,0,589,"36"
44,3,-10,6,0,627,"36"
44,2,10,3,0,456,"33"
44,2,10,3,0,436,"33"
44,1,-10,1,0,281,"33"
44,3,-10,6,0,510,"33"
44,3,10,5,0,724,"36"
44,1,10,1,0,593,"36"
44,3,10,5,0,398,"33"
44,4,10,7,0,666,"36"
44,2,-10,4,0,447,"33"
44,3,10,6,0,309,"36"
44,1,10,1,0,290,"33"
44,4,10,7,0,359,"36"
44,4,10,7,0,339,"36"
44,3,10,5,1,311,"33"
44,4,-10,7,0,534,"36"
44,2,-10,4,0,314,"33"
44,2,10,4,0,448,"36"
44,2,10,3,0,437,"33"
44,4,-10,8,0,441,"36"
44,3,-10,6,0,520,"33"
44,3,10,6,0,685,"36"
44,2,10,3,0,290,"33"
44,3,-10,6,0,406,"36"
44,1,-10,1,0,579,"33"
44,1,-10,2,0,497,"36"
44,3,-10,6,0,494,"36"
44,4,10,7,0,451,"33"
44,4,-10,0,0,1500,"0"
44,1,-10,1,0,412,"36"
44,4,10,7,0,546,"33"
44,2,-10,3,0,455,"36"
44,4,-10,8,0,284,"33"
44,1,-10,2,0,304,"36"
44,1,10,2,1,653,"33"
44,1,-10,1,0,580,"36"
44,1,10,1,0,568,"33"
44,2,10,3,0,341,"36"
44,2,-10,3,1,426,"33"
44,4,10,8,0,447,"36"
44,4,-10,7,0,292,"33"
44,1,-10,1,0,346,"36"
44,4,10,7,0,263,"33"
44,1,10,1,0,564,"36"
44,3,-10,6,0,345,"33"
44,4,-10,8,0,637,"36"
44,2,10,3,0,67,"36"
44,3,10,6,0,592,"33"
44,2,-10,4,0,341,"36"
44,4,-10,7,1,297,"33"
44,3,10,5,0,478,"36"
44,4,10,8,0,827,"36"
44,3,-10,0,0,1500,"0"
44,1,-10,1,0,357,"33"
44,3,-10,6,0,281,"33"
44,2,10,3,0,366,"36"
44,4,-10,7,0,442,"36"
44,1,-10,1,1,326,"33"
44,1,-10,1,0,603,"36"
44,4,-10,7,0,562,"36"
44,2,10,3,0,610,"33"
44,3,-10,6,0,775,"36"
44,1,10,1,0,469,"33"
44,2,10,3,0,345,"36"
44,1,10,1,0,344,"33"
44,3,-10,5,0,516,"36"
44,3,-10,6,0,382,"33"
44,2,-10,3,0,428,"36"
44,3,-10,6,0,584,"33"
44,2,10,3,0,442,"36"
44,1,10,2,0,447,"33"
44,1,10,2,0,317,"36"
44,2,-10,4,0,441,"33"
44,1,-10,1,0,415,"36"
44,4,10,8,0,473,"33"
44,4,10,8,0,471,"36"
44,3,10,5,0,365,"33"
44,4,10,7,0,574,"36"
44,2,-10,4,0,132,"36"
44,1,10,2,0,596,"33"
44,3,10,5,0,338,"33"
44,4,-10,7,0,321,"36"
44,2,10,3,0,511,"33"
44,3,10,5,0,515,"36"
44,2,-10,3,0,1348,"36"
44,3,10,6,0,919,"36"
44,2,10,3,0,1125,"33"
44,3,10,6,0,546,"36"
44,2,10,3,0,713,"36"
44,1,-10,1,0,483,"33"
44,4,-10,8,0,700,"36"
44,3,-10,5,0,604,"33"
44,1,-10,1,0,669,"33"
44,4,-10,8,0,513,"36"
44,1,10,1,0,406,"33"
44,1,10,2,0,489,"36"
44,2,10,3,0,654,"36"
44,3,10,5,0,834,"36"
44,4,-10,8,0,572,"36"
44,3,10,5,0,578,"33"
44,4,-10,8,0,598,"33"
44,4,10,7,0,600,"36"
44,2,10,3,0,625,"36"
44,4,-10,8,0,647,"36"
44,2,-10,3,0,804,"33"
44,3,10,5,0,745,"36"
44,1,-10,1,0,723,"33"
44,4,10,8,0,959,"33"
44,3,-10,5,0,877,"33"
44,2,-10,4,0,1151,"36"
44,1,10,1,0,508,"36"
44,3,10,5,0,832,"36"
44,2,10,3,0,887,"36"
44,2,10,3,0,527,"36"
44,1,10,2,0,702,"33"
44,4,-10,8,0,578,"36"
44,1,-10,1,0,771,"36"
44,2,10,3,0,572,"33"
44,1,10,1,0,765,"36"
44,3,-10,6,0,798,"33"
44,4,-10,8,0,738,"33"
44,4,10,8,0,360,"36"
44,1,10,2,0,439,"33"
44,2,-10,4,0,375,"36"
44,3,10,6,0,522,"33"
44,4,-10,8,0,600,"36"
44,4,-10,8,0,509,"33"
44,1,10,1,0,441,"36"
44,3,10,5,0,270,"33"
44,2,-10,4,0,459,"36"
44,3,-10,5,0,632,"33"
44,1,-10,2,0,565,"36"
44,1,-10,2,0,594,"33"
44,2,10,3,0,463,"36"
44,2,-10,4,0,521,"33"
44,4,10,7,0,494,"36"
44,4,-10,7,0,563,"33"
44,1,10,1,0,680,"36"
44,3,10,5,0,693,"33"
44,3,10,5,0,585,"36"
44,4,-10,7,0,789,"36"
44,1,10,2,0,1095,"33"
44,4,-10,7,0,740,"36"
44,4,10,7,0,618,"36"
44,2,-10,3,0,329,"33"
44,1,-10,2,0,637,"36"
44,1,-10,1,0,743,"36"
44,2,10,3,0,659,"36"
44,2,10,3,0,657,"33"
44,1,10,2,0,633,"36"
44,4,-10,7,0,526,"33"
44,2,10,3,0,705,"36"
44,1,-10,1,0,574,"33"
44,3,-10,6,0,639,"36"
44,3,-10,6,0,455,"33"
44,4,10,8,0,411,"36"
44,3,10,6,1,439,"33"
44,1,-10,2,1,420,"36"
44,1,10,1,0,529,"33"
44,3,10,5,0,598,"36"
44,1,-10,1,0,404,"33"
44,4,-10,7,0,768,"36"
44,1,10,2,0,413,"33"
44,1,10,1,0,587,"36"
44,4,-10,7,0,576,"33"
44,3,-10,6,0,581,"36"
44,3,-10,6,0,386,"33"
44,2,10,3,0,391,"33"
44,2,10,3,0,539,"36"
44,4,10,8,0,457,"36"
44,3,-10,5,0,676,"36"
44,2,10,3,0,331,"33"
44,2,10,4,0,144,"36"
44,2,-10,3,0,621,"33"
44,4,-10,7,0,402,"36"
44,3,-10,6,0,326,"33"
44,2,10,3,1,404,"36"
44,3,10,5,0,745,"33"
44,3,-10,6,0,318,"36"
44,4,10,8,0,459,"33"
45,2,-10,4,0,1041,"36"
45,3,-10,6,0,1122,"36"
45,3,-10,6,0,791,"33"
45,2,10,3,0,33,"36"
45,4,-10,8,0,642,"33"
45,4,-10,8,0,377,"33"
45,1,-10,1,0,810,"33"
45,4,10,7,0,947,"33"
45,1,10,1,0,1071,"36"
45,1,-10,1,0,642,"36"
45,4,-10,7,0,791,"33"
45,2,10,3,0,767,"33"
45,3,-10,6,0,1098,"36"
45,2,-10,4,0,647,"33"
45,1,-10,1,0,634,"33"
45,2,10,4,0,584,"33"
45,1,10,2,0,1068,"36"
45,2,10,4,0,846,"36"
45,2,10,4,0,1024,"33"
45,1,10,2,0,820,"33"
45,1,-10,2,0,724,"33"
45,2,-10,4,0,1376,"33"
45,1,-10,1,0,516,"36"
45,3,-10,5,0,1191,"33"
45,3,-10,6,0,725,"33"
45,3,10,5,0,1018,"33"
45,3,10,5,0,953,"36"
45,4,10,7,0,900,"33"
45,1,10,1,0,857,"33"
45,4,-10,7,0,829,"36"
45,2,-10,4,0,310,"33"
45,2,10,3,0,171,"33"
45,4,-10,8,0,234,"33"
45,1,10,1,0,152,"36"
45,4,10,7,0,734,"36"
45,4,10,7,0,743,"33"
45,3,-10,6,0,577,"33"
45,3,10,6,0,115,"33"
45,4,10,8,0,67,"33"
45,4,10,7,0,695,"36"
45,3,-10,6,0,684,"36"
45,2,10,3,0,600,"36"
45,2,10,3,0,534,"33"
45,3,10,5,0,665,"36"
45,1,10,2,0,535,"36"
45,1,-10,1,0,682,"33"
45,3,-10,6,0,896,"33"
45,4,10,7,0,663,"33"
45,1,10,1,0,1032,"33"
45,3,10,6,0,879,"33"
45,4,-10,7,0,563,"33"
45,4,10,8,0,378,"36"
45,2,-10,4,0,836,"36"
45,3,10,5,0,298,"33"
45,2,10,3,0,842,"33"
45,2,10,3,0,645,"33"
45,1,10,1,0,585,"33"
45,1,-10,1,0,510,"33"
45,1,-10,2,0,674,"33"
45,1,-10,1,0,766,"36"
45,3,10,5,0,808,"33"
45,1,-10,2,0,176,"33"
45,4,-10,7,1,109,"33"
45,3,10,5,0,100,"33"
45,1,10,2,0,43,"33"
45,3,-10,6,0,636,"36"
45,1,-10,1,0,587,"33"
45,3,10,5,0,649,"33"
45,2,10,3,0,593,"33"
45,2,-10,4,0,608,"33"
45,4,10,8,0,574,"33"
45,3,-10,5,0,52,"33"
45,4,10,7,0,147,"36"
45,4,10,8,0,142,"36"
45,3,-10,6,0,266,"33"
45,2,10,3,0,52,"33"
45,4,10,8,0,62,"33"
45,2,-10,4,0,118,"33"
45,3,10,6,0,824,"33"
45,1,-10,1,0,850,"36"
45,3,10,5,0,1104,"33"
45,4,-10,7,0,1166,"33"
45,1,-10,2,0,1105,"33"
45,1,10,1,0,787,"33"
45,4,10,8,0,1060,"36"
45,3,-10,5,0,1051,"36"
45,4,-10,7,0,1051,"36"
45,4,-10,8,0,1398,"36"
45,2,-10,4,0,1052,"33"
45,2,-10,4,0,642,"33"
45,2,-10,4,0,265,"33"
45,2,-10,3,0,595,"33"
45,3,10,5,0,118,"36"
45,4,-10,7,0,1014,"36"
45,2,10,3,0,107,"33"
45,1,10,1,0,791,"33"
45,3,10,5,0,906,"33"
45,3,10,5,0,180,"36"
45,2,10,3,0,968,"36"
45,1,-10,0,0,1500,"0"
45,4,-10,8,0,193,"33"
45,4,10,7,0,903,"36"
45,3,10,5,0,991,"33"
45,3,-10,5,0,667,"33"
45,1,-10,1,0,653,"33"
45,1,-10,2,0,1135,"36"
45,3,10,5,0,967,"36"
45,4,-10,8,0,930,"36"
45,2,-10,4,0,303,"36"
45,4,-10,8,1,165,"33"
45,4,-10,8,0,195,"33"
45,1,10,1,0,388,"33"
45,2,10,3,0,441,"36"
45,4,-10,8,0,1014,"36"
45,3,10,5,0,825,"33"
45,3,-10,6,0,1117,"33"
45,1,10,2,0,1151,"33"
45,1,10,2,0,792,"33"
45,3,10,5,0,903,"36"
45,1,10,1,0,779,"36"
45,2,-10,4,0,1154,"33"
45,2,-10,4,0,1336,"33"
45,4,-10,0,0,1500,"0"
45,2,10,3,0,630,"36"
45,3,10,5,0,605,"33"
45,2,-10,3,0,701,"36"
45,2,10,3,0,667,"33"
45,2,10,4,0,783,"33"
45,1,10,1,0,675,"33"
45,1,-10,1,0,783,"36"
45,2,-10,3,0,624,"36"
45,4,10,7,0,573,"33"
45,2,10,3,0,241,"33"
45,1,-10,1,0,207,"33"
45,4,10,8,0,133,"33"
45,4,-10,8,0,478,"33"
45,4,-10,8,0,699,"36"
45,3,10,5,0,445,"36"
45,1,-10,2,0,571,"36"
45,4,10,7,0,479,"36"
45,3,10,5,0,608,"36"
45,2,10,3,0,122,"33"
45,1,10,2,0,38,"33"
45,3,10,5,0,46,"33"
45,1,10,2,0,107,"33"
45,3,-10,5,0,5,"33"
45,3,-10,6,0,57,"36"
45,4,10,8,0,138,"33"
45,4,10,8,1,722,"36"
45,1,10,1,0,249,"33"
45,1,-10,2,0,119,"36"
45,3,-10,6,0,59,"36"
45,4,10,7,1,153,"36"
45,1,10,2,0,41,"36"
45,2,10,3,0,555,"36"
